,SIU_CUST_YN,SEX,AGE,FP_CAREER,OCCP_GRP,TOTALPREM,MAX_PAYM_YEAR,MAX_PAYM_MONTH,MAIN_INSR_AMT_SUM,EXPR_SUM,WORK_YEARS_MIN,EXPR_COUNT
485,0,1,4,0,8,1,2003,5,149746030.0,5,3,5
486,0,1,5,0,1,0,2012,10,150000000.0,1,5,2
487,1,2,5,1,3,14,2006,1,1106301669.0,20,0,35
488,0,2,4,1,9,2,2011,2,438789620.0,10,1,16
489,1,2,3,0,3,1,2010,8,226000000.0,3,1,4
490,0,2,6,0,25,5,2010,10,252491630.0,4,1,6
491,0,2,3,1,9,2,2015,10,527287000.0,12,0,15
493,0,2,5,0,3,4,2011,2,220000000.0,5,7,5
494,0,2,5,1,9,43,2005,3,1098647203.0,9,1,44
495,0,2,6,0,3,5,2009,11,308798250.0,5,1,6
496,0,2,3,0,1,0,2012,9,100000000.0,2,7,2
497,0,2,5,1,3,1,2011,4,264500000.0,7,1,12
498,0,2,4,0,9,2,2009,3,280000000.0,4,2,4
500,0,2,4,1,19,5,2013,7,278000000.0,8,1,9
504,0,2,4,0,3,5,2007,4,180600000.0,8,2,10
505,0,1,4,0,1,2,2003,5,206000000.0,2,2,5
506,0,2,4,0,3,0,2007,2,40000000.0,2,0,2
507,0,2,3,0,3,0,2014,7,50000000.0,1,27,1
508,0,2,6,0,2,34,2007,7,506462834.0,7,1,14
509,0,2,3,0,3,0,2016,1,108000000.0,2,20,4
510,0,2,3,0,3,2,2015,7,323500000.0,3,5,12
511,0,1,4,0,10,3,2016,6,240000000.0,6,0,7
512,0,2,3,0,1,1,2016,6,125000000.0,1,1,3
513,0,2,3,1,9,14,2014,11,1146001551.0,17,1,25
514,0,2,4,0,3,2,2013,11,557087000.0,10,1,10
515,0,2,5,0,3,2,2013,8,300277170.0,11,0,12
516,0,1,5,0,8,0,2013,1,155000000.0,2,0,3
517,0,1,4,0,1,0,2014,7,462729740.0,7,2,8
518,0,2,5,0,3,2,2004,2,182270270.0,2,4,4
519,0,2,4,0,3,5,2014,7,775157006.0,10,0,22
520,0,2,3,1,3,1,2013,4,403200000.0,7,1,10
521,0,1,4,0,8,0,2014,1,130652170.0,3,2,3
522,0,2,3,0,19,1,2015,9,281500000.0,7,3,7
523,0,2,3,0,19,0,2007,12,212847130.0,3,6,8
524,0,1,4,0,1,2,2014,2,225726510.0,3,1,3
525,0,2,4,0,2,18,2014,7,470368304.0,4,2,7
526,0,2,5,0,9,0,2013,3,37000000.0,1,1,5
527,0,2,5,0,3,5,2003,4,420750000.0,6,1,14
528,0,1,6,0,2,16,2003,9,195000000.0,4,11,7
529,0,2,3,0,3,1,2016,4,178000000.0,4,0,8
530,0,2,4,1,3,4,2013,10,469090909.0,3,0,16
531,0,2,4,0,2,15,2005,11,769021285.0,18,1,27
532,1,2,4,0,3,0,2005,1,133303890.0,3,3,5
533,1,2,5,0,3,2,2005,2,486250000.0,6,3,7
534,0,2,7,0,25,0,2005,4,10000000.0,0,17,2
535,0,2,6,0,3,3,2004,2,42000000.0,0,17,1
536,1,1,4,0,6,4,2005,9,349228384.0,8,3,11
537,0,1,6,0,12,0,2014,4,53000000.0,4,17,4
538,0,1,3,0,6,2,2016,5,200000000.0,4,17,4
539,0,1,5,0,1,0,2011,5,127011844.0,3,2,5
540,0,2,4,0,3,0,2010,4,130000000.0,2,17,2
541,0,2,6,0,3,1,2010,10,255000000.0,5,2,8
542,0,2,4,0,2,2,2004,3,162000000.0,3,8,4
544,0,2,4,0,1,2,2005,11,58000000.0,1,2,2
545,0,2,5,0,2,0,2004,5,287000000.0,0,1,28
546,0,2,6,0,3,2,2004,6,80000000.0,2,5,2
547,0,2,5,0,19,62,2013,3,1142000000.0,18,2,18
548,1,1,3,0,8,1,2009,12,178477286.0,4,3,6
549,0,1,3,0,2,0,2003,3,133000000.0,1,5,7
551,0,1,3,0,8,2,2004,2,185000000.0,2,7,4
552,0,2,4,0,3,1,2008,8,100000000.0,0,0,4
553,1,2,5,1,3,2,2003,11,302010000.0,4,0,10
556,0,2,4,0,3,7,2012,6,488227985.0,7,0,14
557,0,2,4,0,3,1,2003,5,60000000.0,1,1,2
558,1,2,5,0,9,4,2004,3,127000000.0,2,7,6
559,0,2,5,0,24,2,2001,11,59600000.0,0,1,6
560,1,2,5,0,9,2,2005,4,114000000.0,1,0,11
561,0,2,4,1,3,2,2003,5,215000000.0,2,10,5
562,0,2,3,0,24,2,2008,2,200000000.0,2,8,2
563,0,2,4,1,9,0,2008,11,196000000.0,4,8,6
564,0,1,5,0,8,11,2006,12,392727750.0,7,8,10
565,0,2,4,0,3,6,2007,1,172000000.0,4,8,5
566,0,1,4,0,1,11,2016,3,276800000.0,4,21,6
567,0,2,6,0,3,1,2015,8,20000000.0,1,21,1
568,0,1,5,0,11,1,1999,10,342246223.0,3,0,14
569,0,2,4,0,3,2,2015,4,382827702.0,8,2,13
570,0,2,6,0,3,4,2005,7,25000000.0,1,2,3
571,0,2,4,0,1,5,2004,12,457198640.0,9,0,17
572,1,2,3,0,3,4,2011,1,558430070.0,8,2,9
575,0,2,4,0,3,11,2007,6,528496146.0,10,2,16
576,0,1,3,0,2,3,2016,3,2079368224.0,11,14,16
577,1,2,5,0,3,7,2007,11,393597890.0,10,0,18
578,0,2,5,0,3,31,2016,5,4390000000.0,6,0,7
579,0,1,6,0,16,1,2005,7,40000000.0,0,5,2
580,0,2,4,0,3,6,2013,6,254507080.0,6,3,8
581,0,2,5,0,3,3,2006,5,142851275.0,3,4,6
582,0,2,4,0,3,4,2004,9,151193570.0,3,11,10
583,0,2,4,0,24,0,2003,5,121000000.0,1,3,2
584,0,2,5,1,3,0,2016,6,11250000.0,0,13,1
586,1,2,4,0,9,1,2007,11,124000000.0,3,2,4
587,0,2,5,0,3,2,2005,2,39461430.0,2,32,2
588,0,2,5,0,3,5,2005,1,105170180.0,5,22,6
589,0,2,5,1,9,1,2006,4,57172336.0,0,32,4
590,0,1,3,0,8,0,2016,6,186000000.0,5,7,6
591,1,2,4,0,3,5,2000,12,321460000.0,4,0,20
592,0,1,7,0,8,1,2016,6,70000000.0,0,1,4
593,0,1,5,0,2,6,2006,7,72000000.0,2,13,3
594,0,2,6,0,2,6,2007,10,349200000.0,6,5,11
596,0,2,3,0,9,1,2000,12,155802619.0,2,6,8
598,0,2,6,0,2,11,2006,4,151200000.0,3,16,4
599,0,2,4,0,24,0,2013,6,226704760.0,7,1,10
600,0,1,5,0,8,7,2003,5,145641330.0,4,21,5
601,0,2,4,0,2,9,2013,8,133000000.0,3,1,5
602,0,2,6,0,25,9,2014,10,235000000.0,9,12,9
603,0,2,4,0,3,3,2010,9,42000000.0,2,9,2
604,0,2,6,0,2,2,2013,5,72000000.0,0,3,3
605,0,2,5,0,3,11,2009,5,139001336.0,1,3,3
606,0,2,3,0,3,0,2006,3,30000000.0,1,13,1
607,0,1,4,0,4,0,2002,5,121800000.0,4,3,5
608,0,1,4,0,8,3,2001,10,116000000.0,1,15,5
609,0,1,6,0,9,1,2006,3,140000000.0,0,8,3
610,0,1,4,0,6,0,2010,12,30000000.0,1,4,1
611,0,2,3,0,24,1,2011,2,157761190.0,2,3,4
612,0,2,5,0,7,9,2013,5,279497220.0,6,2,9
613,0,2,5,1,9,8,2007,7,166000000.0,4,1,8
614,0,2,5,0,3,25,2009,9,636400000.0,12,3,15
615,0,2,6,0,3,6,2015,10,150000000.0,3,1,4
616,0,2,3,0,3,1,2008,1,66000000.0,2,24,2
617,0,1,5,0,2,0,2008,1,188000000.0,4,1,6
618,0,2,5,0,1,2,2016,6,55003660.0,2,2,9
619,0,2,6,0,3,1,2012,7,55000000.0,2,1,3
620,0,2,5,0,9,1,2009,12,84600000.0,4,2,5
621,0,2,4,0,9,0,2002,3,397000000.0,5,0,9
622,0,2,4,0,10,2,2006,6,87000000.0,2,10,3
624,0,2,5,0,3,3,2014,4,318440981.0,5,19,5
626,0,2,6,0,3,0,2006,4,38000000.0,0,2,3
627,0,1,3,0,9,2,2013,2,139500000.0,4,2,4
628,0,2,5,0,9,5,2014,12,337431000.0,9,1,9
629,0,1,5,0,12,2,2015,1,721223250.0,15,1,20
630,0,2,3,0,18,0,2009,9,74000000.0,3,3,4
631,0,2,5,0,3,5,2007,11,90800000.0,5,3,6
632,0,2,5,0,2,14,2010,2,427288550.0,9,3,10
633,0,2,5,0,2,0,1999,11,50000000.0,1,1,2
634,0,2,6,0,3,1,2015,7,170000000.0,3,4,4
635,1,2,6,0,16,2,2009,12,522150000.0,10,1,14
636,0,2,5,0,3,3,2009,8,176000000.0,5,1,9
637,0,2,3,0,8,1,2011,1,65000000.0,2,1,2
638,0,2,4,0,2,3,2003,3,265554440.0,6,2,12
639,0,2,6,0,3,4,2009,9,227770515.0,7,1,10
640,0,1,3,0,8,1,2016,6,113717030.0,3,9,4
641,0,2,4,0,3,15,2008,10,662378640.0,13,0,17
642,0,1,3,0,9,0,2002,4,127800000.0,2,10,3
643,0,2,3,1,3,0,2010,6,30000000.0,0,2,2
644,0,2,6,0,3,2,2007,3,250934860.0,5,2,9
645,0,1,3,0,9,2,2015,2,434600000.0,8,1,11
646,0,2,4,0,9,5,2010,8,223109804.0,5,0,8
647,0,2,4,1,1,5,2005,4,206000000.0,6,1,11
648,0,2,3,0,9,3,2004,7,213446560.0,4,2,5
650,0,1,4,0,8,0,2014,7,46000000.0,1,1,2
651,1,1,5,0,1,121,2016,3,14149478374.0,29,1,34
652,0,2,5,0,3,16,2016,6,340000000.0,4,1,4
653,0,2,5,0,3,2,2014,2,130000000.0,3,2,3
654,0,2,4,1,3,5,2012,7,630378260.0,10,0,20
655,0,2,4,1,3,15,2013,7,1863451530.0,39,1,55
656,0,1,6,0,6,1,2010,7,36000000.0,2,1,2
658,0,2,6,1,9,9,2016,3,364526370.0,8,1,12
659,0,1,4,0,2,8,2013,6,330000000.0,8,17,8
660,0,2,5,0,3,0,2016,1,150000000.0,4,3,4
661,0,2,4,0,3,4,2013,2,198000000.0,4,0,7
662,1,2,5,0,3,5,1999,1,148372000.0,1,0,5
663,0,2,6,0,3,7,2005,6,276870073.0,4,3,7
664,0,2,3,0,3,0,2008,9,205250520.0,4,3,8
665,0,2,5,0,3,1,2011,10,35000000.0,2,5,2
666,0,1,6,0,6,0,2003,4,22000000.0,1,1,2
667,0,1,4,1,9,0,2016,4,198000000.0,8,1,8
668,0,2,5,0,3,1,2001,8,89000000.0,1,1,7
669,0,2,4,0,8,5,2006,8,194364744.0,5,6,6
670,0,1,4,0,10,1,2004,6,147222840.0,3,0,5
671,1,2,5,0,9,1,2016,6,74700000.0,1,1,5
672,0,2,5,0,2,21,2012,11,390000000.0,7,4,8
673,0,2,4,1,3,4,2013,9,436500000.0,9,1,17
674,0,2,4,0,1,2,2006,2,191781970.0,4,4,7
675,0,2,4,0,3,1,2014,3,355816520.0,5,3,6
677,0,1,5,0,8,0,2002,12,73000000.0,3,1,5
678,0,2,6,0,3,6,2016,5,441880001.0,4,2,15
679,0,2,6,1,3,15,2003,12,966452170.0,20,0,37
680,0,2,5,0,3,2,2015,11,149583299.0,3,2,7
681,0,2,4,1,24,11,2015,6,1046047694.0,13,1,14
682,0,1,4,0,8,6,1999,12,279742700.0,2,1,7
684,0,2,6,0,3,2,2015,11,50000000.0,0,2,2
686,0,2,7,1,2,37,2004,11,469860000.0,2,1,18
687,0,1,4,0,6,0,2003,5,126000000.0,1,0,4
688,0,2,5,0,6,2,2007,2,213609518.0,2,1,11
689,0,2,5,1,3,5,2005,6,577000000.0,7,2,19
691,0,2,6,1,12,5,2016,6,150485464.0,4,0,8
692,0,1,6,0,2,0,2004,1,200000000.0,2,4,4
693,0,2,6,0,9,1,2003,5,20000000.0,0,15,1
694,0,2,5,0,1,1,2003,5,20000000.0,0,13,1
695,0,2,3,0,3,3,2013,2,164610640.0,4,9,7
696,0,2,5,0,3,4,2011,12,531500000.0,15,3,18
697,0,1,6,0,2,5,2001,10,286763064.0,7,0,19
699,0,1,6,0,7,0,2006,7,150659230.0,4,1,11
700,0,1,5,0,7,4,2008,5,261289160.0,7,7,9
701,0,2,4,1,9,7,2015,3,975560425.0,17,1,23
702,0,2,4,0,19,4,2011,4,128400000.0,3,15,4
703,0,2,6,0,25,3,2006,2,204515256.0,4,1,7
705,0,1,3,0,1,6,2011,5,191000000.0,2,14,7
706,0,2,5,0,3,0,2012,12,129000000.0,2,0,4
707,0,2,6,0,8,1,2003,10,54200000.0,1,7,2
708,0,2,6,0,25,11,2011,11,725759643.0,6,1,16
709,0,1,7,0,2,1,2003,5,90000000.0,1,3,7
710,0,2,4,0,3,6,2008,7,224000000.0,4,2,8
711,0,2,4,0,3,4,2009,12,180000000.0,3,3,3
712,0,2,6,0,3,2,2004,10,157900000.0,2,9,6
713,0,2,4,1,3,2,2011,2,164000000.0,5,15,5
714,0,1,4,0,8,4,2005,8,325300000.0,5,19,14
715,0,1,4,0,8,4,2007,1,230245880.0,6,1,7
716,0,1,4,0,10,2,2016,6,90200000.0,2,9,2
717,0,1,3,0,8,1,2006,11,50000000.0,1,9,1
718,0,1,5,0,8,15,2008,11,285927318.0,5,1,9
720,0,2,4,0,19,2,2015,8,167973770.0,4,10,5
722,0,2,4,0,8,2,2014,11,203400000.0,6,1,8
723,0,2,5,0,8,3,2014,4,110000000.0,3,3,3
724,0,2,5,1,9,7,2005,9,766974340.0,14,0,26
725,0,2,5,1,9,2,2016,2,345789468.0,8,1,11
726,0,2,5,0,3,3,2016,6,68500000.0,1,1,4
727,0,2,6,0,3,4,2011,9,272000000.0,6,15,9
728,0,2,3,0,3,2,2005,10,85188580.0,3,15,4
729,0,1,4,0,1,0,1999,11,176387822.0,2,1,6
730,0,1,7,0,2,20,2012,11,172400000.0,2,25,3
731,0,2,3,0,3,1,2004,6,84000000.0,3,5,3
732,0,2,5,0,3,4,2005,1,315000000.0,4,2,6
733,0,2,4,0,3,3,2005,8,200000000.0,4,0,5
734,0,2,4,0,2,9,2003,1,409099106.0,3,1,9
735,0,2,4,0,1,0,2003,5,80500000.0,1,8,2
736,0,2,4,1,3,8,2007,5,591764700.0,12,1,21
737,0,2,4,0,3,2,2002,10,333129090.0,4,1,11
738,0,2,7,1,3,2,2006,2,94000000.0,4,1,4
739,0,2,5,0,9,9,2007,8,249000000.0,7,8,7
740,0,1,6,0,2,4,2016,4,75985891.0,2,1,3
741,0,2,5,0,8,0,2007,7,118000000.0,2,2,6
742,0,2,5,0,8,1,2003,5,97000000.0,1,10,3
743,0,2,3,0,3,4,2013,3,257551430.0,5,6,7
744,0,1,4,0,1,0,2015,11,138400000.0,5,3,5
745,0,2,6,0,25,0,2016,5,112500000.0,5,13,9
746,0,2,4,0,8,0,2016,5,45000000.0,2,13,2
747,0,2,5,0,3,8,2006,10,367182278.0,10,1,13
748,0,2,4,0,3,1,2003,5,150000000.0,1,1,6
749,0,1,7,0,7,0,2015,6,78000000.0,1,5,2
750,0,2,6,0,3,1,2005,8,48000000.0,2,4,2
751,0,1,6,0,1,18,2008,6,607519260.0,11,2,16
752,0,2,4,0,3,1,2006,4,140662130.0,4,26,6
753,0,2,6,0,3,2,2016,6,67000000.0,2,0,5
754,0,2,6,0,2,2,2005,10,30000000.0,1,5,1
755,0,1,5,0,8,7,2007,10,115200000.0,3,9,3
756,1,2,5,0,19,4,2010,5,160000000.0,3,3,4
757,0,2,5,0,3,0,2006,1,50000000.0,2,2,2
758,0,1,5,0,9,0,2008,11,273094433.0,3,14,9
759,0,2,5,0,12,2,2009,8,122473000.0,2,14,4
760,0,1,3,0,15,1,2016,6,110000000.0,2,14,3
761,0,2,5,0,3,2,2005,12,201000000.0,1,5,4
762,0,2,6,0,3,1,2008,7,140000000.0,4,2,4
763,0,2,6,1,25,10,2005,3,907253437.0,21,1,47
764,0,1,4,0,8,8,2013,9,143000000.0,2,1,5
765,0,2,4,0,24,1,2006,1,50000000.0,1,1,1
766,0,1,6,0,2,1,2003,5,50000000.0,0,8,2
767,0,1,6,0,9,3,2012,1,109000000.0,2,8,5
769,1,2,6,0,3,1,2006,12,85000000.0,1,1,3
770,0,2,4,0,3,2,2005,2,175000000.0,3,0,5
771,0,2,4,0,3,0,2001,1,108000000.0,0,1,7
772,1,2,4,0,3,0,2002,6,37000000.0,0,0,3
773,0,2,5,0,3,6,2007,9,218402080.0,4,3,7
774,0,1,5,0,15,2,2002,5,855824170.0,17,1,20
775,0,1,4,0,6,0,2016,6,193867000.0,6,1,6
776,1,2,4,0,15,0,2007,12,286647060.0,6,1,8
777,0,2,6,0,25,2,2003,5,70000000.0,1,4,3
778,0,1,5,0,9,0,2010,12,464000000.0,8,0,9
779,0,1,3,0,1,0,2008,6,65000000.0,1,3,1
780,0,2,4,0,3,1,2016,6,119727681.0,4,1,6
781,0,2,5,0,19,6,2015,10,195000000.0,5,4,5
782,0,2,6,0,8,7,2010,2,196500000.0,4,5,8
783,1,2,5,0,9,1,2007,4,30000000.0,1,2,1
784,0,1,4,0,8,1,2009,6,110000000.0,3,8,3
785,0,2,5,0,3,4,2012,10,65956000.0,2,4,4
786,0,2,4,0,3,0,2012,8,102000000.0,4,2,4
787,1,2,5,0,18,18,2012,9,256000000.0,3,1,4
788,0,1,5,0,6,1,2000,11,180600000.0,3,1,6
789,0,1,6,0,2,8,2013,3,269457520.0,3,2,4
790,0,2,3,0,3,7,2010,12,1451495897.0,15,1,32
791,0,1,5,0,7,0,2007,6,201000000.0,5,1,10
792,0,1,4,0,1,1,2003,5,201100000.0,3,0,7
793,1,1,4,1,9,0,2009,11,296173000.0,3,1,4
794,1,1,4,0,21,0,2009,9,150000000.0,3,2,3
795,0,2,5,0,3,1,2012,1,140000000.0,3,3,4
796,1,2,4,1,2,0,2012,7,178400000.0,4,1,4
797,0,1,5,0,7,17,2016,5,545000000.0,6,1,8
798,1,2,5,0,3,1,2016,6,77500000.0,0,1,5
799,0,1,3,0,9,3,2013,3,484414700.0,8,1,12
800,0,2,4,1,9,3,2016,6,475763128.0,8,2,14
801,0,2,3,0,3,4,2009,9,166800000.0,3,5,6
802,0,1,3,0,10,0,1999,7,80113000.0,2,8,4
803,0,2,3,0,24,3,2014,1,198000000.0,5,1,5
804,0,2,5,0,8,3,2003,5,144406196.0,2,8,5
805,0,1,5,0,8,8,2007,2,382434390.0,12,1,12
806,1,2,4,1,3,0,2009,6,55000000.0,2,8,2
807,0,2,5,0,9,1,2001,11,178228195.0,3,0,10
808,0,1,5,0,1,4,2013,11,621502500.0,15,8,21
809,0,2,3,0,1,0,2016,6,80000000.0,1,2,2
810,0,2,5,1,9,1,2011,5,478000000.0,5,0,14
811,0,2,6,0,3,2,2000,7,95000000.0,1,2,4
812,0,1,5,0,1,6,2010,1,238112580.0,8,2,9
813,0,1,5,0,13,2,2016,5,60000000.0,1,1,1
814,0,2,6,0,4,14,2012,7,726000000.0,15,2,19
815,0,2,4,0,2,9,2016,5,712714682.0,15,1,20
816,0,2,5,0,9,5,2015,6,277694030.0,6,2,10
817,0,2,4,0,2,10,2012,10,646248000.0,9,0,11
818,0,1,4,0,7,15,2016,2,568987000.0,7,9,10
819,0,2,3,0,4,27,2009,6,966616461.0,14,0,29
820,0,2,6,0,2,6,2002,12,491597466.0,7,0,17
823,0,2,4,0,2,5,2003,6,298000000.0,3,1,9
824,0,1,4,0,24,3,2013,10,374000000.0,11,1,12
825,1,2,4,1,3,3,2007,4,1213872320.0,22,1,32
827,0,2,5,1,3,7,2011,10,534445464.0,8,0,28
828,0,2,5,1,9,9,2013,9,1713749020.0,22,1,34
829,0,2,3,0,9,1,2011,12,154000000.0,4,3,5
830,0,1,4,0,8,2,2014,3,124400000.0,3,4,3
831,0,1,5,0,8,2,2011,12,60000000.0,2,1,3
832,1,2,4,0,9,2,2013,6,1069522202.0,8,0,12
833,0,2,3,0,3,0,2013,12,100000000.0,1,3,1
834,0,2,5,0,3,4,2012,3,216000000.0,5,0,9
835,0,2,5,0,9,2,2015,5,366282609.0,4,1,9
836,0,2,4,0,2,1,2014,7,55200000.0,2,1,3
838,0,1,4,0,8,0,2011,8,168000000.0,4,1,8
839,0,2,5,0,8,2,2016,6,63000000.0,2,6,4
840,0,2,3,0,10,5,2002,12,463147690.0,7,2,15
841,0,2,3,0,19,1,2016,6,124000000.0,3,1,3
842,0,2,5,0,3,1,2013,8,107500000.0,5,2,5
843,0,1,5,0,7,2,2015,9,435629151.0,8,4,10
844,0,2,4,0,3,3,2016,6,215000000.0,4,4,8
845,0,2,5,0,2,0,2016,6,10000000.0,1,5,1
846,0,2,3,0,3,6,2016,4,657404059.0,15,2,26
847,0,1,4,0,1,0,2016,1,299454545.0,3,3,3
848,0,2,4,0,3,5,2011,1,505751590.0,10,1,13
849,0,1,5,0,8,0,2016,6,10000000.0,0,5,1
850,0,1,5,0,8,4,2003,6,90000000.0,1,22,2
851,1,1,6,0,6,3,1998,12,152981071.0,4,1,10
852,0,1,6,0,8,3,2005,3,52525890.0,2,1,4
853,1,2,5,0,3,20,2003,2,495906578.0,5,2,12
854,0,2,7,0,3,1,1999,3,30000000.0,0,7,2
855,0,2,4,1,9,0,1998,7,75000000.0,1,2,5
856,0,2,5,0,24,2,2005,9,116775540.0,4,0,6
857,0,2,4,0,2,9,2003,5,753130000.0,10,1,22
858,0,2,4,0,3,16,2015,6,618093290.0,10,0,14
859,0,2,4,0,8,10,2007,12,279700000.0,3,1,9
861,0,2,7,1,25,2,2007,3,72444820.0,1,0,3
862,0,2,6,0,3,0,2003,5,20000000.0,0,12,1
863,0,2,6,1,3,16,2004,5,383614969.0,12,7,19
865,0,1,6,0,2,2,2005,1,158113940.0,3,1,4
866,0,1,5,0,1,0,1999,8,81800000.0,0,1,5
867,0,2,4,0,3,0,2010,2,75000000.0,1,2,4
868,0,1,4,0,10,3,2003,5,90000000.0,1,4,4
869,0,2,3,0,1,7,2014,1,37256391.0,0,0,3
870,0,2,6,0,3,2,2003,5,195706444.0,3,2,6
871,0,2,4,0,1,11,2016,4,418941163.0,13,4,16
872,0,2,5,0,3,8,2012,10,152004000.0,3,1,6
873,0,1,5,0,8,2,2009,10,49000000.0,0,1,4
874,0,2,5,0,2,0,2006,12,75000000.0,1,1,6
875,0,2,6,0,3,0,2005,9,10000000.0,0,3,1
876,0,1,4,0,2,19,2014,10,1121298450.0,17,5,24
877,1,2,5,0,3,8,2007,1,1111693669.0,20,1,38
878,0,2,5,1,9,1,2005,6,135200000.0,3,1,5
882,0,2,5,0,9,3,2013,3,145972019.0,5,2,7
883,0,1,4,0,7,4,2007,2,217600000.0,5,0,10
884,0,1,4,0,1,4,2010,10,110000000.0,2,1,2
885,0,1,6,0,9,2,2008,10,260293664.0,9,4,13
886,0,1,4,0,18,1,2002,6,50000000.0,1,12,1
887,0,2,3,0,4,0,2000,9,120000000.0,1,12,3
888,0,2,5,1,9,5,2004,5,140000000.0,3,4,3
889,0,1,5,0,9,4,2003,5,99844881.0,3,18,3
890,0,2,3,0,4,2,2004,2,174000000.0,2,0,6
891,0,1,4,0,2,1,2011,1,140000000.0,2,4,2
892,0,2,4,0,3,2,2005,3,77247956.0,1,3,2
893,0,2,5,1,9,12,2011,6,954557630.0,24,0,35
894,0,2,6,0,25,6,2004,4,215985210.0,4,1,5
895,0,2,4,0,1,4,2016,6,447987722.0,10,1,11
896,1,2,3,0,3,6,2006,8,547000000.0,8,3,12
897,1,1,4,0,2,1,2008,7,220000000.0,5,6,6
898,0,2,4,0,19,1,2012,3,50000000.0,1,1,1
899,1,2,4,1,3,3,1999,5,594531533.0,5,0,28
900,0,2,4,0,3,1,2011,3,165000000.0,3,0,5
902,0,2,4,1,9,2,2016,6,285000000.0,5,0,6
903,0,2,4,0,2,9,2003,5,203323655.0,2,1,9
904,0,2,3,0,4,5,2015,8,135000000.0,5,1,5
905,0,2,4,1,2,7,2006,6,349600000.0,5,2,8
906,0,2,4,0,3,0,2009,9,25000000.0,0,0,4
907,0,2,5,0,3,28,2013,8,2337567130.0,11,3,13
908,0,1,5,0,4,3,2004,11,91100000.0,0,0,8
909,0,2,4,0,3,1,2007,8,100000000.0,2,3,2
910,0,2,4,0,9,1,2010,10,90000000.0,2,2,4
911,0,2,5,0,3,9,2006,3,437576900.0,8,4,15
912,1,2,5,0,2,1,2016,6,112500000.0,2,1,3
913,0,2,3,0,3,27,2014,6,1998260000.0,14,0,29
914,0,1,3,0,8,0,2007,11,61000000.0,0,4,3
916,0,2,5,0,3,0,2004,12,55000000.0,2,1,3
917,0,2,5,1,2,8,2002,5,480583225.0,5,2,17
918,0,1,4,0,1,4,2015,6,90806723.0,3,4,3
919,0,2,3,0,3,2,2016,3,397509350.0,5,2,12
920,0,1,4,0,9,2,2010,6,122400000.0,3,0,6
921,0,1,6,0,2,1,2011,5,108000000.0,2,2,4
923,0,2,6,0,3,3,2012,2,56024560.0,4,2,5
925,1,2,5,0,3,1,2005,3,225000000.0,3,1,5
926,1,2,4,0,2,0,2002,12,146000000.0,2,1,11
927,1,2,4,0,16,14,2010,12,334000000.0,5,1,10
928,1,1,5,0,13,0,2007,6,455000000.0,7,0,11
929,0,2,5,0,9,3,2008,12,110000000.0,0,2,9
930,0,2,5,0,9,18,2003,10,975244900.0,13,1,22
931,0,2,7,0,3,2,2003,3,303200000.0,3,5,7
932,0,2,6,0,3,7,2003,4,352024000.0,5,1,14
933,0,1,6,0,7,1,2016,6,60000000.0,0,5,2
935,1,1,5,0,13,0,2004,10,147201800.0,3,0,6
936,0,1,5,0,8,0,1998,8,88000000.0,0,2,4
937,0,2,5,0,3,3,2006,6,75000000.0,2,2,2
938,1,1,5,0,1,0,2003,1,109800000.0,4,1,7
939,0,1,5,0,8,4,2004,2,228446980.0,10,23,11
940,0,2,5,0,3,1,2003,5,100500000.0,1,16,3
941,0,1,5,0,16,2,2010,8,111614039.0,5,1,7
942,0,1,6,0,2,0,2004,6,140000000.0,3,0,3
943,0,2,5,0,3,5,2013,12,314718355.0,11,4,15
944,0,1,5,0,15,8,2006,8,123376316.0,3,0,6
945,1,1,3,0,6,0,2000,3,1111042732.0,14,4,27
946,1,2,4,0,3,1,2015,7,80000000.0,2,19,2
947,1,2,6,0,25,3,2005,12,508800000.0,6,19,9
948,0,1,4,0,5,0,1998,9,306066143.0,11,2,15
949,0,2,4,0,3,0,2016,6,15000000.0,0,2,1
950,0,2,5,1,2,7,2013,1,204199460.0,8,1,10
951,0,2,5,0,18,10,2008,2,346556820.0,9,3,9
952,0,2,5,0,3,12,2009,12,809258593.0,14,0,20
953,0,2,4,0,3,5,2007,12,448367098.0,9,4,16
954,0,2,5,0,2,1,2016,6,250000000.0,5,2,7
956,0,1,6,0,8,1,2001,1,40000000.0,1,1,2
957,0,2,5,0,3,1,2007,3,25000000.0,1,9,1
958,0,2,5,0,8,23,2016,4,1048924290.0,13,0,25
959,0,2,5,0,17,21,2007,2,514000000.0,6,2,8
960,0,2,4,0,9,9,2008,12,240999592.0,3,1,8
961,0,1,6,0,10,2,2007,1,20000000.0,1,3,1
962,0,2,6,0,3,2,2013,6,93357440.0,4,4,5
963,0,2,5,0,8,8,2007,5,413337880.0,8,2,11
964,0,2,5,0,2,0,2005,11,140000000.0,4,1,4
965,0,1,4,0,1,2,2011,6,909890575.0,14,1,19
966,1,2,5,0,1,18,2011,2,663500000.0,12,17,13
967,0,2,4,1,3,2,2016,3,155000000.0,2,1,3
969,0,2,4,0,3,4,2003,5,435500000.0,5,0,14
970,0,2,4,0,3,2,2013,3,178800000.0,3,9,4
971,0,2,3,1,3,4,2007,8,971604718.0,19,2,34
972,0,2,4,0,1,4,2012,7,286149430.0,5,1,10
973,0,1,3,0,8,0,2005,1,190000000.0,2,2,4
974,0,2,4,0,1,1,2008,10,65000000.0,1,0,3
