,INCB_DVSN,SIU_CUST_YN,SEX,AGE,FP_CAREER,OCCP_GRP,TOTALPREM,WEDD_YN,MAX_PRM,RGST_YEAR,RGST_MONTH,MAX_PAYM_YEAR,MAX_PAYM_MONTH,MNTH_INCM_AMT_AVG,MAIN_INSR_AMT_SUM,SUM_ORIG_PREM_SUM,EXPR_SUM,CNTT_TERM_AVG,WORK_YEARS_MAX,WORK_YEARS_MIN,EXPR_COUNT
240,1,0,2,4,0,3,1,1,1,2003,6,2013,5,3333333.333333333,84000000.0,164840.0,0,1.0,10,5,3
241,1,0,2,4,1,9,5,1,7,2006,9,2014,8,2909090.909090909,258200000.0,1493589.0,7,0.6363636363636364,11,1,11
243,2,0,2,5,0,3,3,1,8,2003,6,2009,1,5666666.666666667,205000000.0,1604732.0,6,1.1666666666666667,19,19,6
245,1,0,2,3,0,9,1,1,0,2003,6,2011,7,800000.0,177000000.0,452839.0,3,0.6666666666666666,7,1,6
246,1,0,1,3,0,2,5,1,5,2003,6,2013,12,1433333.3333333333,125000000.0,509080.0,2,0.0,15,1,3
247,2,0,2,5,0,9,1,1,2,2003,6,2009,9,2311111.111111111,190000000.0,773350.0,6,0.5555555555555556,16,2,9
248,2,0,2,5,0,9,4,1,5,2003,6,2013,8,1610000.0,181057270.0,3001960.0,6,0.2,25,1,10
249,2,0,2,4,0,3,4,1,5,2003,6,2016,6,3222222.222222222,207000000.0,7343513.0,8,0.4444444444444444,28,0,9
250,1,1,2,4,1,9,2,1,7,1996,9,2007,8,2500000.0,202600000.0,1306810.0,5,0.5714285714285714,23,0,7
251,1,0,1,5,0,6,1,1,2,2000,12,2016,4,666666.6666666666,81000000.0,351061.0,3,1.3333333333333333,10,7,3
252,2,0,1,4,0,8,1,1,4,1999,10,2013,10,2357142.8571428573,241728972.0,838806.0,4,4.142857142857143,21,21,7
253,1,0,1,5,0,9,1,1,13,2003,6,2007,12,6666666.666666667,140000000.0,639360.0,3,5.333333333333333,4,4,3
254,2,0,2,4,0,3,1,1,3,2002,11,2002,5,1620000.0,165000000.0,439301.0,2,0.0,19,0,5
255,1,0,2,4,0,19,7,1,7,2001,1,2003,11,1644444.4444444445,379815952.0,3042580.0,12,0.2222222222222222,8,2,18
256,1,1,2,4,0,9,13,1,12,2003,6,2009,2,2850000.0,380832622.0,7050150.0,7,3.6,15,1,10
257,1,0,2,4,0,3,3,1,9,2003,6,2007,4,2500000.0,251000000.0,1155709.0,4,7.375,11,0,8
258,1,0,2,4,1,2,4,1,6,1995,2,2010,1,1804411.7647058824,578296300.0,1544377.0,6,11.705882352941176,13,1,17
259,2,0,2,3,1,1,12,1,15,2003,6,2007,12,2508536.5853658537,1366622056.0,7870459.0,27,0.2439024390243902,21,0,41
260,2,0,2,4,0,3,2,1,2,2004,8,2004,9,2750000.0,90000000.0,261559.0,2,0.0,22,2,2
261,1,0,2,3,0,3,4,1,4,2004,2,2015,9,1684000.0,245505051.0,450450.0,3,2.2,7,1,5
262,1,0,2,3,0,3,0,1,1,2003,6,2012,10,1750000.0,80000000.0,108918.0,1,1.5,5,1,2
263,1,1,1,6,0,1,7,1,10,1999,10,2012,6,2062500.0,252423550.0,3987798.0,5,1.875,7,0,8
264,1,0,2,5,1,9,8,1,6,1995,9,1998,12,1307692.3076923075,484400000.0,1814165.0,5,0.3846153846153846,8,3,26
265,1,0,2,6,0,24,15,1,14,2003,6,2009,5,1337500.0,311081080.0,13530010.0,6,0.25,11,2,8
267,1,0,2,6,0,3,9,1,12,2003,6,2012,4,2892857.1428571427,419209740.0,1404700.0,6,2.571428571428572,4,3,7
268,1,0,1,3,0,5,0,1,1,2007,12,2007,12,2000000.0,70000000.0,140100.0,1,3.0,1,1,1
269,1,0,2,3,0,3,2,1,2,2003,6,2002,10,2216666.6666666665,248147110.0,1293887.0,5,2.833333333333333,10,0,12
270,1,1,1,5,0,1,25,1,449,2003,6,2005,2,12264705.88235294,646950000.0,16570498.0,13,1.1764705882352942,11,1,17
271,1,0,2,5,1,3,18,1,9,2001,4,2012,8,3058823.529411765,372322322.0,19369649.0,12,1.8823529411764703,14,1,17
272,1,0,2,4,0,3,5,1,9,2003,6,2002,11,1875000.0,285558748.0,5294568.0,3,1.5,25,1,12
273,1,0,1,5,0,7,0,1,4,2003,6,2008,7,3600000.0,198636660.0,968125.0,3,0.6,30,1,5
274,2,0,2,5,0,3,0,1,1,2003,6,2008,8,1766666.6666666667,75036000.0,317296.0,3,0.0,12,12,3
275,2,0,2,4,0,3,7,1,13,2003,6,2012,4,4000000.0,360000000.0,1740760.0,4,2.0,12,12,4
276,1,0,2,5,0,3,2,1,6,2003,6,2009,9,2491666.6666666665,418314813.0,1624544.0,9,0.5833333333333334,19,6,12
277,1,0,2,4,0,3,4,1,3,2003,6,2005,3,4071428.5714285714,194000000.0,2401092.0,3,0.5714285714285714,8,4,7
278,1,0,2,3,0,3,0,1,0,1999,11,2013,2,0.0,45000000.0,132650.0,0,1.0,5,4,4
279,2,0,2,4,0,9,3,1,12,2003,6,2012,3,5400000.0,135200000.0,1148891.0,5,0.4,16,16,5
280,1,0,2,4,0,4,2,1,4,2003,6,2015,3,4600000.0,195000000.0,630775.0,5,0.6666666666666666,12,3,6
281,1,0,2,6,0,2,5,1,6,2003,6,2011,5,1806666.6666666667,484873800.0,1875718.0,12,1.0666666666666669,4,1,15
283,1,0,1,4,0,1,5,1,10,2003,6,2009,4,3833333.3333333335,490000000.0,102480704.0,5,3.8333333333333335,3,3,6
284,2,0,2,3,0,3,1,1,6,2009,5,2016,2,1633333.3333333333,268900369.0,837321.0,4,0.3333333333333333,9,9,6
285,1,1,2,5,0,3,0,1,1,2003,6,2004,5,1083500.0,100000000.0,248650.0,1,3.0,15,1,2
286,1,1,2,5,0,9,0,1,1,2003,6,2011,9,2000000.0,100000000.0,175460.0,0,0.0,1,1,2
287,1,0,2,5,0,2,4,1,16,2007,2,2012,7,4166666.6666666665,301740000.0,1747147.0,3,3.1666666666666665,13,1,6
288,2,0,1,4,0,2,3,1,3,2003,6,2016,5,3820000.0,357019547.0,10242721.0,8,1.4,9,2,10
289,2,0,2,3,0,3,3,1,5,2007,5,2014,4,3200000.0,127000000.0,546831.0,4,1.4,12,1,5
290,1,0,2,3,0,9,14,1,71,2005,10,2012,8,2100000.0,709481980.0,4623657.0,16,0.0,15,1,18
291,1,0,2,5,0,3,2,1,2,2003,6,2003,5,1920000.0,110000000.0,543995.0,1,0.0,21,5,5
293,2,0,2,4,0,9,1,1,3,2012,1,2016,6,3800000.0,244500000.0,914600.0,4,1.0,12,12,5
294,2,0,1,5,0,1,3,1,1,2003,6,2003,5,15500000.0,55000000.0,184000.0,1,0.0,37,9,2
295,1,0,2,4,0,9,1,1,4,2003,6,2006,6,2750000.0,109846580.0,457022.0,2,0.0,1,1,4
296,1,0,2,5,0,3,2,1,1,2003,6,2009,12,2600000.0,107150000.0,443776.0,3,1.8,13,2,5
297,2,0,2,6,0,25,5,1,17,2010,11,2016,5,2750000.0,664400000.0,2816597.0,17,0.5,10,7,20
298,2,1,2,6,0,25,14,1,12,2003,6,2010,10,2800000.0,730860586.0,131926380.0,9,0.5333333333333333,13,5,15
299,2,0,1,5,0,8,0,1,0,2003,6,2012,6,400000.0,72000000.0,285080.0,5,0.4,10,0,5
300,1,0,2,4,0,4,4,1,3,2003,6,2010,1,1825000.0,166884070.0,7597911.0,3,0.75,17,5,4
301,2,0,2,4,0,3,0,1,1,2004,4,2016,6,2915000.0,80000000.0,209371.0,2,0.0,11,9,2
302,1,0,1,4,0,1,1,1,5,2003,6,2013,5,3777777.777777778,471500000.0,1678601.0,8,0.4444444444444444,16,1,9
303,1,0,2,4,1,3,1,1,2,2007,7,2014,7,2537500.0,211100000.0,1095658.0,6,2.25,5,4,8
304,2,0,2,5,0,3,9,1,3,2003,6,2016,6,1366666.6666666667,184194090.0,2560715.0,4,0.0,18,0,6
305,2,0,2,4,0,9,3,1,4,2003,6,2015,7,2500000.0,176000000.0,698857.0,4,3.4,15,2,5
306,2,0,2,5,0,9,4,1,7,2008,10,2013,9,2625000.0,380000000.0,746923.0,8,2.625,7,1,8
307,1,0,2,3,0,3,0,1,1,2003,6,2012,9,2777777.777777778,321116130.0,782593.0,7,0.1111111111111111,9,1,9
308,2,0,2,5,0,2,23,1,14,2003,6,2006,12,3636363.636363636,368850000.0,174070961.0,10,0.7272727272727273,19,0,11
309,2,0,2,6,1,19,2,1,3,1999,9,2007,5,2227272.727272727,253000000.0,923717.0,3,0.0909090909090909,19,0,11
310,1,0,2,4,0,3,6,1,9,2003,6,2014,2,3342857.1428571427,480645616.0,13494586.0,11,0.5714285714285714,13,2,14
311,1,0,2,5,0,8,2,1,2,2003,6,2010,11,2750000.0,78689130.0,2842516.0,3,0.0,12,1,4
312,1,0,2,4,0,3,8,1,7,2003,6,2016,6,2211111.111111111,295609010.0,2754718.0,6,0.7777777777777778,14,1,9
313,2,0,2,4,0,2,4,1,10,2000,11,2011,6,3250000.0,520177470.0,3803783.0,7,1.25,9,2,8
314,2,0,2,5,0,3,5,1,12,2011,2,2016,5,2833333.333333333,227116769.0,1214423.0,5,1.1666666666666667,13,12,6
315,1,0,2,3,0,3,4,1,10,2003,6,2015,3,2200000.0,292138581.0,14111267.0,3,1.1,25,2,10
316,2,0,1,5,0,12,0,1,0,2003,6,2003,5,1666666.6666666667,58000000.0,363074.0,1,144.33333333333334,28,6,3
317,1,0,1,5,0,10,9,1,21,1999,10,2014,4,2286363.636363636,688501590.0,44011409.0,11,3.3181818181818183,20,0,22
318,1,0,2,5,0,3,5,1,4,2003,6,2010,12,2139130.434782609,482483334.0,1971960.0,9,1.2173913043478262,14,1,23
319,1,0,2,5,1,9,0,1,1,1997,8,2016,5,3000000.0,54000000.0,343442.0,2,1.0,3,3,2
320,2,0,2,5,0,3,2,1,2,2003,6,2012,2,1840000.0,108090910.0,258701.0,1,2.6,14,7,5
322,1,0,2,4,0,15,2,1,1,2004,6,2016,6,2333333.333333333,207000000.0,663406.0,5,2.0,15,1,6
323,1,0,2,4,0,3,1,1,1,2002,6,2002,10,2166666.6666666665,99168459.0,283438.0,2,0.0,10,0,6
324,2,0,2,6,0,2,0,1,6,2003,6,2003,5,6000000.0,362000000.0,1262030.0,6,2.0,7,4,7
325,2,0,2,4,1,2,0,1,5,2003,11,2004,4,818750.0,297800000.0,836154.0,5,0.0,7,1,8
326,1,0,2,5,0,2,0,1,1,2006,10,2016,6,4000000.0,20000000.0,156708.0,1,5.5,4,4,2
327,1,0,2,5,0,18,7,1,9,2003,6,2008,1,2566666.6666666665,376423138.0,4416607.0,6,1.0,11,1,9
328,2,0,1,6,0,9,0,1,2,2001,3,2005,2,2210526.3157894737,450242023.0,1657019.0,10,0.4210526315789473,21,2,19
329,1,0,2,3,0,3,0,1,1,2013,4,2016,6,3000000.0,30000000.0,105522.0,1,0.0,2,2,1
330,1,0,2,4,0,3,0,1,2,2003,6,1998,10,4000000.0,90000000.0,548097.0,3,2.0,2,1,4
331,1,0,1,4,0,7,0,1,18,1999,7,2011,11,5875000.0,618449412.0,2744586.0,10,1.8333333333333333,16,3,12
332,2,0,2,4,0,9,0,1,1,2003,6,2016,6,2360000.0,149000000.0,798824.0,2,0.0,21,11,5
333,2,0,2,4,0,3,0,1,2,2003,6,2016,6,16500000.0,50000000.0,258424.0,2,0.0,11,11,2
334,1,1,2,4,1,9,5,1,5,2004,6,2006,10,2214285.714285714,246000000.0,815641.0,4,0.0,4,1,7
335,1,0,1,3,0,1,0,1,1,2003,6,2014,12,2571428.571428572,302000000.0,1161160.0,4,1.4285714285714286,12,1,7
336,1,0,2,5,1,2,5,1,4,2004,6,2014,6,2571428.571428572,313500000.0,761629.0,5,0.2857142857142857,4,1,7
337,2,0,2,6,0,1,2,1,2,2003,6,2014,3,2150000.0,185000000.0,570236.0,2,1.0,18,6,6
338,1,0,2,4,0,3,1,1,6,2002,8,2008,12,3600000.0,235000000.0,1111254.0,4,0.7142857142857143,13,1,7
341,2,0,1,6,0,8,2,1,2,2002,10,2015,8,2666666.6666666665,116649638.0,900817.0,2,1.6666666666666667,21,4,3
342,2,0,2,3,0,3,0,1,1,2001,7,2010,8,1666666.6666666667,114945055.0,284864.0,3,1.0,5,1,3
343,1,1,2,5,1,9,11,1,19,2001,4,2001,3,928205.1282051282,605360580.0,4378421.0,4,0.1538461538461538,4,3,39
344,1,1,2,5,0,3,8,1,4,2000,9,2011,3,2000000.0,204000000.0,636511.0,4,0.25,4,3,8
345,1,0,2,7,0,25,3,1,11,2003,6,1999,4,1555555.5555555555,115800000.0,2005200.0,2,0.4444444444444444,36,6,9
346,1,0,1,5,0,2,33,1,32,2003,6,2002,6,1604761.9047619049,672281953.0,7217890.0,10,0.3333333333333333,21,0,21
347,1,0,1,4,0,15,2,1,1,2003,6,2007,3,2000000.0,20000000.0,190100.0,1,0.0,4,1,2
348,1,0,2,5,0,3,1,1,3,2003,6,2013,11,1200000.0,180000000.0,395622.0,2,0.8,9,2,5
349,1,0,1,6,0,8,6,1,6,2003,6,1998,7,333333.3333333333,73200000.0,731900.0,0,0.0,13,1,6
350,1,0,2,5,0,3,0,1,0,2003,6,2003,5,0.0,40000000.0,94500.0,0,0.0,2,2,3
351,1,0,2,5,0,3,1,1,1,2003,6,2016,6,1520000.0,101000000.0,269518.0,2,0.8,6,1,5
352,1,0,2,5,1,24,2,1,2,1994,12,2014,6,2400000.0,140500000.0,269843.0,1,0.8,16,5,5
353,1,0,2,6,0,3,0,1,0,2003,6,1998,9,1500000.0,80000000.0,177350.0,1,0.0,5,3,2
354,1,0,2,5,1,9,25,1,119,2000,4,2010,11,1909090.9090909087,217800000.0,10777250.0,3,0.0,7,1,11
355,1,0,1,7,0,2,1,1,1,2003,6,2003,5,1166666.6666666667,40000000.0,250050.0,0,0.0,4,1,3
356,1,0,1,4,0,8,2,1,3,2003,6,2012,9,2400000.0,177500000.0,2847902.0,2,1.0,8,1,5
357,1,1,2,5,1,9,11,1,31,1999,10,1998,7,1840000.0,773214894.0,8503373.0,8,29.36,18,0,25
358,1,0,1,4,0,19,2,1,1,2003,6,2004,12,1640000.0,142013590.0,883430.0,4,0.2,22,20,5
359,1,0,2,4,1,1,6,1,7,2002,1,2003,8,3125000.0,474481545.0,2333493.0,8,0.1875,18,0,16
360,1,0,2,3,0,3,1,1,3,2003,6,2015,1,1888888.888888889,332397060.0,650390.0,3,1.2222222222222223,22,4,9
361,1,0,2,6,0,25,5,1,6,2003,6,2011,8,1652500.0,180000000.0,875200.0,2,0.0,9,4,4
362,2,0,1,6,0,1,4,1,4,2003,6,2003,12,2116129.0322580645,560817814.0,2259854.0,16,1.3870967741935485,22,22,31
363,1,0,2,5,1,3,8,1,6,1997,7,2001,3,858333.3333333334,170844762.0,2052418.0,2,0.3333333333333333,7,7,12
365,1,0,1,4,0,1,0,1,1,2003,6,2016,6,1325000.0,58700000.0,560364.0,2,1.0,8,1,4
366,1,0,2,4,1,3,5,1,2,2002,7,2000,3,700000.0,136117287.0,584400.0,2,0.0,10,1,6
367,2,0,1,4,0,8,2,1,2,2003,6,2011,8,2900000.0,70000000.0,270595.0,2,3.5,18,18,2
368,2,0,1,4,0,8,1,1,1,2003,6,2003,11,1262500.0,86000000.0,192960.0,0,0.0,18,18,4
369,2,0,2,3,0,3,2,1,2,2003,6,2011,1,1312500.0,220800000.0,609296.0,3,0.0,30,2,4
370,1,0,2,6,1,3,0,1,0,1988,2,1999,4,1000000.0,31800000.0,156500.0,0,0.0,17,1,3
371,1,0,1,4,0,2,3,1,11,2003,6,2004,12,1800000.0,288739310.0,2450873.0,7,0.4444444444444444,15,7,9
372,1,0,2,3,0,15,0,1,1,2003,6,2000,1,1375000.0,43201320.0,213920.0,0,0.25,3,1,4
373,1,0,2,5,0,9,1,1,1,1997,5,2004,5,300000.0,30000000.0,135640.0,0,0.0,3,3,2
374,1,0,2,3,0,3,1,1,2,2002,6,2010,10,2000000.0,132000000.0,312334.0,2,1.0,16,10,4
375,1,0,2,4,0,3,5,1,3,2003,6,2004,8,822222.2222222222,331000000.0,697618.0,2,0.1111111111111111,8,4,9
376,2,1,2,5,0,5,5,1,8,2003,6,2007,1,2235000.0,221000000.0,1138962.0,4,3.6666666666666665,17,1,6
377,1,0,2,5,0,9,4,1,5,2003,6,2008,3,1915789.4736842103,415126582.0,1731004.0,7,0.5789473684210527,9,4,19
378,1,0,1,5,0,1,4,1,9,2001,6,2011,9,1181818.181818182,637200000.0,3443410.0,9,3.1818181818181817,17,0,11
379,1,0,2,6,0,3,3,1,1,2003,6,2005,3,1750000.0,70000000.0,235700.0,1,0.0,12,9,2
380,1,0,1,4,0,4,0,1,1,2003,6,2003,5,875000.0,50000000.0,184951.0,0,0.0,12,0,4
381,1,0,2,4,1,3,4,1,4,2003,10,2006,1,2140000.0,171000000.0,658730.0,4,0.0,3,1,5
382,1,0,1,4,0,8,0,1,2,2004,4,2004,6,2125000.0,400000000.0,1152460.0,4,0.0,4,1,4
383,1,0,1,4,0,1,1,1,2,2001,4,2003,5,275000.0,152000000.0,1259110.0,1,0.0,17,0,4
385,1,0,2,3,0,3,1,1,5,2004,5,2014,3,2000000.0,89000000.0,514134.0,3,2.5,5,0,6
386,1,1,1,3,0,1,0,1,3,2001,3,2004,6,2428571.4285714286,315000000.0,647580.0,4,1.4285714285714286,20,4,7
387,1,0,2,5,0,3,1,1,1,2003,6,2003,5,1833333.3333333333,40000000.0,117900.0,0,0.0,20,19,3
388,1,0,1,5,0,9,11,1,10,2003,6,2004,9,1607692.3076923075,513859650.0,2421518.0,13,0.0769230769230769,16,2,13
389,1,0,2,6,1,15,1,1,4,1999,6,2000,1,320000.0,85470927.0,449420.0,1,0.0,11,1,5
390,1,0,2,4,1,2,3,1,5,2001,2,2006,2,2157692.3076923075,601685795.0,15783147.0,10,0.1923076923076923,13,0,26
391,1,0,2,5,0,3,3,1,2,2000,9,2006,3,2500000.0,52000000.0,253520.0,1,0.0,10,10,2
393,1,0,2,4,0,3,4,1,3,2000,6,2015,4,2200000.0,252000000.0,761806.0,5,0.3,16,9,10
394,1,0,2,4,0,3,4,1,5,2003,6,2009,10,3545454.5454545454,341000000.0,10817228.0,7,0.3636363636363636,18,4,11
395,1,0,1,5,0,1,1,1,1,2004,4,2008,1,0.0,140100000.0,293942.0,0,1.3076923076923077,9,1,13
396,1,0,2,6,0,3,1,1,0,2004,7,2004,10,0.0,93000000.0,301100.0,1,0.0,7,0,6
397,1,0,1,5,0,2,1,1,14,2003,1,2014,6,2777777.777777778,336200000.0,2177445.0,6,0.1111111111111111,20,1,9
398,1,0,2,5,0,8,7,1,5,2003,6,2012,12,1767333.3333333333,416478590.0,10018119.0,10,0.4666666666666667,12,5,15
399,1,0,1,5,0,8,0,1,0,2003,6,2016,6,2000000.0,268000000.0,1085081.0,7,0.3,6,1,10
400,1,0,2,4,0,3,5,1,4,2003,6,2011,5,1800000.0,349164820.0,2210082.0,5,0.7692307692307693,22,1,13
401,1,0,2,4,0,2,8,1,6,2002,9,2008,2,2508823.529411765,729550514.0,4664530.0,11,0.3529411764705882,16,4,34
403,1,0,2,5,0,2,7,1,6,2003,6,2013,5,3800000.0,185000000.0,12371014.0,4,0.6,17,1,5
404,1,0,2,4,0,9,1,1,1,2002,9,2006,12,1166666.6666666667,90000000.0,273100.0,2,1.6666666666666667,5,1,3
405,1,0,2,5,1,9,2,1,2,2002,8,2003,5,750000.0,186200000.0,1431900.0,5,0.0,20,1,8
406,1,0,1,6,0,6,1,1,1,2003,6,2005,1,2333333.333333333,18673030.0,1635200.0,2,0.0,14,8,3
407,2,0,2,5,0,3,0,1,0,2003,6,2015,8,2928571.4285714286,172500000.0,416476.0,2,0.7142857142857143,17,17,7
408,2,0,2,3,0,4,1,1,1,2003,6,2008,1,2875000.0,74000000.0,291504.0,3,4.25,17,17,4
409,1,0,2,4,0,1,2,1,7,2003,6,2007,11,1562500.0,236851850.0,1638200.0,5,0.0,11,2,8
410,1,0,1,4,0,8,15,1,23,2003,6,2013,1,4125000.0,642942220.0,3887920.0,12,2.5,11,1,16
411,1,0,2,5,0,3,3,1,3,2003,6,2006,12,2500000.0,242985183.0,2059435.0,8,0.1,7,3,10
412,1,1,2,6,0,3,4,1,5,2003,6,2008,9,2233333.333333333,325000000.0,1129890.0,6,1.5555555555555556,18,1,9
413,1,1,2,5,0,3,1,1,7,2001,5,2002,7,1333333.3333333333,821500000.0,1880695.0,4,0.0,18,1,9
414,1,0,1,6,0,2,2,1,5,2003,6,2016,6,4333333.333333333,122000000.0,1850100.0,3,0.0,18,2,3
415,1,0,2,5,0,3,0,1,2,2003,6,2002,8,2400000.0,229403000.0,557963.0,5,0.1666666666666666,16,0,6
416,1,0,2,4,0,8,3,1,3,2003,6,2009,5,937500.0,190000000.0,571257.0,2,0.125,20,0,8
417,1,0,2,5,0,3,2,1,1,2003,6,2009,5,2142857.1428571427,97558140.0,414146.0,2,0.1428571428571428,14,2,7
418,1,0,2,5,0,3,3,1,5,2003,6,2006,6,1428571.4285714286,105000000.0,741300.0,3,0.0,2,1,7
419,1,0,2,3,0,2,0,1,1,2005,8,2005,9,5000000.0,90000000.0,303800.0,2,0.0,3,3,2
420,1,0,2,5,0,3,1,1,2,2003,6,2009,11,2375000.0,84000000.0,865198.0,3,2.75,16,16,4
421,1,0,2,4,0,3,4,1,11,1998,8,2008,7,2165000.0,750528000.0,12265465.0,12,0.5,14,3,20
422,1,0,2,4,1,3,9,1,4,1999,5,2006,6,2171428.571428572,160096300.0,10635443.0,5,0.2857142857142857,14,2,7
423,1,0,1,5,0,1,2,1,2,2003,6,2006,8,3000000.0,185000000.0,721100.0,6,0.0,2,2,7
425,1,0,2,4,0,2,2,1,1,2003,6,2007,3,1857142.857142857,75000000.0,172300.0,0,0.0,15,5,7
427,1,1,2,5,1,3,4,1,9,2003,6,2006,12,2323076.923076923,420403520.0,3537494.0,10,0.1538461538461538,14,1,13
430,1,0,2,6,0,12,0,1,0,2000,7,2016,6,1500000.0,30000000.0,59882.0,0,3.0,4,4,1
431,2,0,2,3,0,18,1,1,3,2003,6,2016,6,1950000.0,129000000.0,377718.0,2,0.75,24,24,4
432,1,1,1,3,0,1,1,1,3,2003,6,2005,9,1333333.3333333333,310000000.0,876140.0,1,5.666666666666667,5,0,12
433,1,0,1,4,0,2,1,1,2,2003,6,2016,6,2250000.0,218400000.0,739549.0,4,0.0,5,4,4
434,1,0,2,5,0,3,1,1,1,2003,6,2006,10,2666666.6666666665,56939700.0,4366100.0,3,0.0,13,13,3
435,2,0,2,6,0,2,3,1,4,2003,6,2012,2,5333333.333333333,70000000.0,424239.0,3,1.0,30,30,3
436,2,0,2,3,0,3,1,1,3,2010,2,2014,12,2416666.6666666665,159128155.0,577782.0,5,0.6666666666666666,12,12,6
437,1,0,2,4,1,3,3,1,5,2003,5,2013,4,1907142.857142857,613000000.0,3148645.0,11,0.7857142857142857,16,0,14
438,1,0,2,4,0,3,1,1,1,2005,9,2011,11,2500000.0,76000000.0,270800.0,1,9.0,2,2,3
439,2,0,2,6,0,2,3,1,4,2003,6,2015,11,3500000.0,101667820.0,419672.0,2,1.0,23,4,4
440,1,0,2,6,0,3,3,1,2,2003,6,2006,10,3400000.0,120000000.0,330730.0,2,0.4,12,12,5
441,1,1,2,5,0,18,9,1,9,2003,6,2013,1,1300000.0,413071070.0,7126720.0,9,0.3636363636363636,14,2,11
442,2,0,2,5,1,2,3,1,6,2003,6,2016,1,2422222.222222222,721678172.0,2655090.0,16,0.8888888888888888,12,1,18
443,1,0,2,4,0,3,0,1,1,2003,6,2003,3,2625000.0,180000000.0,481500.0,3,0.5,22,1,4
444,1,0,2,3,0,1,2,1,2,2006,10,2011,12,2000000.0,100000000.0,202600.0,1,1.0,6,6,1
445,1,0,2,4,0,1,11,1,11,2003,6,2013,4,2521428.571428572,515709964.0,8674853.0,10,1.0714285714285714,24,1,14
446,1,0,2,4,0,3,2,1,4,2004,6,2015,8,2000000.0,29400000.0,495650.0,1,5.0,17,2,3
447,1,0,2,4,0,3,0,1,3,1,1,2011,1,3000000.0,129000000.0,446618.0,3,2.0,16,1,5
448,1,0,2,3,0,3,3,1,15,2006,12,2014,4,4388888.888888889,299000000.0,1547041.0,5,0.8888888888888888,15,7,9
449,1,0,2,4,1,9,2,1,6,2006,12,2015,6,2833333.333333333,589284211.0,1452634.0,12,0.3333333333333333,12,1,15
451,1,0,1,4,0,9,2,1,3,2004,8,2011,12,3500000.0,135000000.0,475655.0,3,0.75,3,1,4
452,2,0,1,4,0,8,0,1,1,2003,6,2015,9,2772727.272727273,550338341.0,1330163.0,9,0.7272727272727273,13,1,11
453,2,0,2,6,0,2,14,1,8,2003,6,2014,9,2555555.5555555555,274000000.0,29015373.0,6,0.2222222222222222,16,12,9
454,2,0,2,4,0,3,0,1,1,2003,6,2007,4,2333333.333333333,130000000.0,488490.0,3,0.6666666666666666,23,23,3
455,1,0,2,5,0,4,0,1,1,2003,6,2008,2,3000000.0,40000000.0,121020.0,1,0.0,1,1,1
456,2,0,2,4,0,3,4,1,5,2006,1,2014,5,2333333.333333333,89000000.0,1030945.0,2,0.3333333333333333,10,0,3
457,2,0,1,5,0,6,2,1,2,2007,8,2007,8,5000000.0,50000000.0,264450.0,1,0.0,26,26,1
458,1,1,2,6,0,2,0,1,2,2003,6,2008,12,1833333.3333333333,143000000.0,428430.0,2,0.0,21,2,6
459,1,1,1,4,0,1,2,1,3,2003,6,2010,9,2116666.6666666665,185000000.0,1595670.0,4,3.8333333333333335,2,0,6
460,2,0,1,5,0,8,0,1,1,2003,8,2012,2,3750000.0,47000000.0,237274.0,2,2.0,23,23,2
462,2,0,1,4,0,6,1,1,1,2005,1,2010,6,2340000.0,305000000.0,675731.0,4,0.0,13,0,5
463,1,0,1,4,0,2,0,1,17,2003,6,2007,12,2750000.0,1075000000.0,1899520.0,1,0.0,3,1,4
464,2,0,1,4,0,6,5,1,3,2003,6,2002,10,3333333.333333333,250000000.0,589370.0,2,0.0,17,17,3
465,2,0,2,5,0,9,1,1,3,2003,6,2016,1,6857142.857142857,159961631.0,913646.0,7,2.2857142857142856,17,17,7
466,1,0,2,5,0,3,14,1,8,2003,6,2008,3,3000000.0,162000000.0,1011232.0,4,0.25,22,5,4
467,1,0,1,4,0,2,0,1,1,2008,5,2008,5,3250000.0,216000000.0,811727.0,4,0.5,10,0,4
468,1,0,1,5,0,8,2,1,1,2003,6,2003,5,1900000.0,110000000.0,366388.0,3,0.6666666666666666,21,2,3
469,2,0,2,5,0,3,1,1,4,2008,1,2014,8,4250000.0,120000000.0,266077.0,4,0.75,9,9,4
470,2,1,2,5,1,9,50,1,21,2001,6,2016,5,3841836.734693877,1281215720.0,15068503.0,22,0.0612244897959183,12,8,49
471,1,0,2,5,0,3,2,1,4,2003,6,2011,4,5125000.0,347000000.0,1462497.0,8,1.125,22,10,8
472,1,0,1,6,0,1,5,1,31,2003,6,2008,12,2500000.0,99200270.0,7895293.0,5,0.8333333333333334,25,25,6
473,2,0,1,3,0,23,5,1,8,2002,7,2013,8,2916666.6666666665,206420080.0,961800.0,5,0.3333333333333333,16,4,6
474,1,0,1,4,0,1,0,1,0,2003,6,2002,7,3166666.6666666665,158000000.0,382719.0,2,0.6666666666666666,17,6,3
475,1,0,2,5,0,3,2,1,2,1997,9,2016,6,3333333.333333333,127000000.0,837769.0,3,3.0,1,1,3
476,1,0,2,5,0,1,2,1,2,2003,6,2016,6,2350000.0,137240000.0,816024.0,5,0.625,14,1,8
477,1,0,1,4,0,1,0,1,1,2003,6,2002,1,2000000.0,331593000.0,1210613.0,6,6.555555555555555,17,1,9
