INDEX,CUST_ID,DIVIDED_SET,SIU_CUST_YN,SEX,AGE,RESI_COST,RESI_TYPE_CODE,FP_CAREER,OCCP_GRP,TOTALPREM,WEDD_YN,MATE_OCCP_GRP,CHLD_CNT,LTBN_CHLD_AGE,MAX_PRM,RGST_YEAR,RGST_MONTH,MAX_PAYM_YEAR,MAX_PAYM_MONTH
480,588,1,N,2,5,18888,20,N,3,10,Y,8,1,34,24,2003,6,2011,3
481,589,1,N,2,5,4080,11,N,8,1,Y,7,2,29,0,2003,6,2003,5
482,590,2,,2,5,24722,20,Y,3,1,Y,10,2,24,1,2003,6,2004,11
483,591,1,N,2,5,51111,20,N,3,0,Y,2,0,0,1,2003,6,2014,4
484,592,1,N,1,5,13632,40,N,2,1,Y,2,2,27,0,2003,6,2003,5
485,593,1,N,2,5,8194,20,N,3,3,Y,8,3,25,1,2003,6,2006,2
486,595,1,N,1,5,20574,12,N,2,4,Y,3,2,23,2,2003,6,2006,5
487,596,1,Y,2,5,18055,20,N,3,6,Y,6,1,34,6,2003,6,2004,8
488,597,1,N,1,5,15833,30,N,2,3,Y,3,2,30,1,2003,6,2003,5
490,599,1,N,1,5,32777,20,N,2,4,Y,3,2,25,3,2003,6,2003,5
491,600,1,N,2,5,43055,20,N,3,12,Y,1,2,27,17,2003,6,2009,12
492,601,1,N,2,5,19583,20,N,9,4,Y,1,1,29,7,2003,6,2011,12
493,602,1,N,2,5,46666,20,N,3,4,Y,15,2,29,5,2003,6,2015,6
494,603,1,N,1,5,6250,20,N,8,12,Y,9,2,26,17,2003,6,2010,12
495,604,1,N,2,5,4437,12,N,9,1,Y,7,1,33,1,2003,6,2010,1
498,607,1,N,2,5,91589,11,N,3,34,Y,7,2,22,28,2003,6,2013,1
501,610,1,N,2,5,6664,11,N,3,10,Y,7,2,29,10,2003,6,2008,1
504,614,1,N,2,5,11527,30,N,8,3,Y,1,3,20,3,2003,6,2015,1
507,617,1,N,1,5,10972,20,N,10,4,Y,9,3,21,3,2003,6,2010,12
508,619,1,N,2,5,2532,13,N,2,14,Y,2,2,22,13,2003,6,2006,5
509,620,2,,2,5,6616,40,N,3,5,Y,16,2,31,9,2003,6,2016,6
512,623,1,N,1,5,15477,40,N,2,1,Y,3,2,22,1,2003,6,2016,5
513,624,1,N,2,5,7916,20,N,8,6,Y,6,1,34,9,2003,6,2007,9
514,625,1,N,2,5,6527,20,Y,3,1,Y,8,2,30,3,2003,6,2011,4
515,626,1,N,2,5,28333,20,Y,9,10,Y,1,0,0,32,2003,6,2015,6
516,627,1,N,2,5,23611,20,N,3,3,Y,1,2,28,3,2003,6,2006,12
517,628,1,N,1,5,6863,11,N,6,0,Y,3,2,21,2,2003,6,2002,12
519,630,1,N,1,5,9444,20,N,8,0,Y,2,0,0,0,2003,6,2003,5
520,631,1,N,2,5,9556,13,N,3,17,Y,15,2,25,45,2003,6,2006,12
521,632,1,N,1,5,55555,20,N,1,7,Y,18,2,22,22,2003,6,2015,12
523,634,2,,2,5,7777,20,N,2,4,Y,8,1,32,5,2003,6,2006,10
525,636,1,N,2,5,30555,20,N,3,1,Y,1,2,18,2,2003,6,2003,5
527,638,2,,1,5,4364,11,N,7,1,Y,3,1,11,3,2003,6,2007,1
528,639,1,N,2,5,27222,20,N,3,3,Y,2,2,28,2,2003,6,2006,10
529,640,1,N,2,5,20421,40,N,9,3,Y,1,2,29,5,2003,6,2009,4
530,641,1,N,1,5,39583,20,N,2,5,Y,2,3,23,10,2003,6,2011,7
531,642,2,,2,5,40000,20,N,8,4,Y,1,2,28,4,2003,6,2015,2
532,644,2,,2,5,15833,20,N,3,1,Y,10,2,24,2,2003,6,2011,12
533,645,1,N,2,5,31527,20,N,8,0,Y,1,0,0,0,2003,6,2005,2
534,647,1,Y,2,5,3686,12,N,3,1,Y,7,1,34,0,2003,6,2011,2
535,650,1,Y,2,5,5416,30,N,3,1,Y,8,1,33,1,2003,6,2016,5
536,651,1,N,2,5,10509,99,N,3,4,Y,6,2,29,4,2003,6,2016,5
537,652,1,N,1,5,30000,20,N,2,1,Y,2,2,26,4,2003,6,2016,6
539,654,1,N,1,5,36111,20,N,1,8,Y,8,3,20,7,2003,6,2016,2
544,661,1,N,1,5,14027,20,N,8,2,Y,9,3,20,2,2003,6,2013,11
546,663,1,N,2,5,14305,20,N,3,7,Y,1,4,22,13,2003,6,2008,9
547,664,1,N,2,5,7763,40,N,3,14,Y,9,4,19,8,2003,6,2008,3
548,665,1,N,2,5,12642,40,N,2,14,Y,2,2,28,20,2003,6,2016,6
549,666,1,N,1,5,10833,20,N,7,2,Y,9,3,15,0,2003,6,2002,11
550,667,1,N,2,5,6927,99,N,1,3,Y,1,0,0,2,2003,6,2016,6
551,668,1,N,1,5,15076,40,N,8,1,Y,3,0,0,5,2003,6,2009,5
552,669,1,N,2,5,23888,20,N,3,6,Y,6,1,25,2,2003,6,2010,2
554,671,1,Y,2,5,8385,40,N,3,0,Y,8,1,31,0,2003,6,2003,1
556,673,1,N,1,5,41666,20,N,8,0,Y,3,1,17,2,2003,6,2014,6
557,674,2,,1,5,7083,20,N,8,0,Y,3,3,10,4,2003,6,2008,10
558,675,1,N,1,5,17777,20,N,8,1,Y,9,3,17,1,2003,6,2016,6
559,676,1,N,2,5,22500,20,N,3,2,Y,6,0,0,1,2003,6,2003,5
560,677,1,N,2,5,27777,20,N,3,1,Y,2,0,0,3,2003,6,2009,11
562,680,2,,1,5,47043,11,N,5,2,Y,3,2,25,1,2003,6,2003,12
563,681,1,N,2,5,14027,20,N,3,7,Y,10,2,29,4,2003,6,2005,3
564,682,1,N,1,5,9166,20,N,8,5,Y,3,2,14,6,2003,6,2000,3
565,683,1,N,2,5,23333,20,N,24,0,Y,16,2,25,1,2003,6,2011,4
566,684,1,N,1,5,3547,13,N,8,6,Y,3,0,0,4,2003,6,2007,3
568,686,1,N,2,5,23888,20,N,3,3,Y,6,3,17,6,2003,6,2009,8
570,688,1,N,2,5,28750,20,N,2,2,Y,6,2,29,2,2003,6,2016,6
571,689,1,N,2,5,53750,20,N,17,7,Y,17,1,24,9,2003,6,2006,12
572,690,2,,2,5,20666,12,N,8,7,Y,12,3,25,5,2003,6,2009,11
573,691,1,N,2,5,17777,20,N,3,0,Y,10,2,27,1,2003,6,2003,5
574,693,1,N,1,5,12650,50,N,1,9,Y,3,1,21,6,2003,6,2016,6
575,694,1,N,2,5,20972,30,N,1,4,Y,21,2,27,3,2003,6,2007,9
576,697,1,N,2,5,7361,20,N,2,6,Y,7,1,30,7,2003,6,2010,11
577,698,2,,2,5,14861,30,N,11,3,Y,2,2,28,3,2003,3,2016,6
578,699,1,N,2,5,13891,99,N,3,0,Y,8,1,18,3,2003,6,2001,2
579,700,1,N,1,5,4849,40,N,7,17,Y,9,3,20,20,2003,6,2016,5
580,701,1,N,2,5,12222,30,N,3,4,Y,12,2,26,4,2003,6,2012,3
581,702,1,N,1,5,8431,12,N,1,2,Y,3,4,20,2,2003,6,2003,5
582,704,1,Y,2,5,12222,20,N,9,3,Y,6,2,30,5,2003,6,2003,5
583,705,1,N,1,5,1756,12,N,8,2,Y,3,0,0,1,2003,6,2011,6
584,706,1,N,1,5,42614,11,N,10,6,Y,3,2,23,2,2003,6,2015,2
585,707,1,N,2,5,7905,11,N,7,20,Y,7,2,29,23,2003,6,2006,3
589,712,1,N,1,5,6672,11,N,8,0,Y,3,3,20,0,2003,6,2000,12
590,713,2,,1,5,24166,20,N,11,3,Y,3,1,25,2,2003,6,2015,10
591,714,1,N,2,5,16666,20,N,1,1,Y,13,3,21,1,2003,6,2016,6
592,716,1,Y,1,5,6017,40,N,2,3,Y,3,2,21,1,2003,6,2004,3
594,719,1,N,2,5,91111,20,N,4,18,Y,17,2,22,7,2003,6,2009,7
595,720,1,N,2,5,26388,20,N,3,2,Y,10,2,23,2,2003,6,2010,9
596,722,1,N,2,5,31944,20,N,3,1,Y,1,2,23,0,2003,6,2003,6
597,723,1,N,1,5,21666,30,N,8,3,Y,3,3,23,3,2003,6,2016,6
598,725,1,N,2,5,4929,12,N,8,2,Y,2,1,21,2,2003,6,2010,11
599,726,1,N,2,5,67916,20,N,2,6,Y,2,2,22,14,2003,6,2016,3
600,728,1,N,1,5,33333,20,N,1,3,Y,9,2,23,2,2003,6,1999,10
601,729,1,N,1,5,20694,20,N,8,1,Y,3,1,18,1,2003,6,2009,9
602,733,1,N,1,5,22222,20,N,15,2,Y,3,2,24,6,2003,6,2008,9
605,737,1,N,2,5,19583,20,N,4,2,Y,4,0,0,3,2003,6,2009,7
606,738,1,N,1,5,8611,20,N,6,2,Y,9,3,12,6,2003,6,2009,6
607,739,1,N,2,5,15540,99,N,3,1,Y,16,2,24,0,2003,3,2004,7
609,741,1,N,1,5,15276,30,N,9,0,Y,3,0,0,1,2003,6,2002,6
610,742,1,N,1,5,16805,20,N,1,2,Y,19,1,16,3,2003,6,2003,6
611,743,1,N,2,5,16111,20,N,3,3,Y,8,1,28,2,2003,6,2004,3
612,744,1,N,2,5,5866,13,N,9,4,Y,25,1,22,6,2003,6,2016,3
613,745,2,,2,5,9260,11,N,3,3,Y,2,2,25,5,2003,6,2016,6
614,746,1,N,2,5,26805,20,N,2,7,Y,2,2,25,7,2003,6,2013,6
615,747,2,,2,5,21666,20,N,4,2,Y,4,0,0,1,2003,6,2004,8
616,748,1,N,2,5,16944,20,N,19,6,Y,8,2,20,3,2003,6,2003,4
618,750,1,N,2,5,17916,20,N,3,3,Y,9,2,28,2,2003,6,2013,4
622,756,1,N,1,5,6601,11,N,1,3,Y,3,3,10,4,2003,6,2016,6
624,758,1,N,2,5,39722,20,N,3,2,Y,1,2,24,2,2003,6,2011,11
626,761,1,N,2,5,30277,20,N,3,29,Y,8,3,23,167,2003,6,2011,6
627,762,1,N,1,5,12500,20,N,10,0,Y,10,2,17,0,2003,6,2002,8
628,763,1,N,1,5,44054,20,N,1,6,Y,9,2,23,4,2003,6,2016,6
629,765,1,N,2,5,26527,20,N,3,0,Y,1,0,0,1,2003,6,2014,7
630,766,1,N,2,5,12353,20,N,3,3,Y,1,3,24,2,2003,6,2008,11
631,767,1,N,1,5,31944,20,N,1,7,Y,18,2,20,4,2003,6,2004,2
632,768,1,N,2,5,65092,11,N,9,0,Y,13,3,28,2,2003,6,2015,9
633,769,1,N,2,5,2963,11,N,3,4,Y,6,3,21,3,2003,6,2008,10
634,770,1,N,2,5,12117,12,N,18,1,Y,7,2,28,0,2003,6,2016,6
637,775,1,N,2,5,38055,20,N,3,2,Y,8,1,25,1,2003,6,2007,10
638,776,1,N,2,5,31111,20,N,3,0,Y,2,1,31,0,2003,6,2016,5
639,777,2,,2,5,9773,11,N,3,0,Y,1,0,0,0,2003,6,2003,5
640,778,1,N,1,5,3398,12,N,8,2,Y,3,1,21,7,2003,6,2000,7
641,779,1,N,1,5,11944,30,N,1,0,Y,9,2,26,0,2003,6,2003,5
642,780,1,Y,2,5,5833,20,N,9,1,Y,1,2,24,2,2003,6,2016,6
643,781,1,Y,2,5,2222,20,N,3,2,Y,2,2,22,4,2003,6,2008,1
644,783,1,N,2,5,5261,11,N,3,0,Y,2,2,24,0,2003,6,2016,6
645,784,2,,1,5,23750,20,N,8,3,Y,8,3,18,4,2003,6,2014,7
646,785,1,N,2,5,2541,13,N,9,5,Y,8,2,26,4,2003,6,2011,2
648,787,1,N,2,5,8194,30,N,3,5,Y,8,2,27,4,2003,6,2008,10
649,788,1,N,2,5,24444,20,N,9,6,Y,2,2,28,4,2003,6,2003,5
650,789,1,N,2,5,5091,99,N,8,1,Y,6,2,23,2,2003,6,2003,5
651,791,1,N,1,5,3971,12,N,25,0,Y,3,0,0,2,2003,6,2002,11
652,792,1,N,2,5,22916,20,N,3,0,Y,8,3,23,2,2003,6,2002,8
654,794,2,,2,5,12319,12,N,3,1,Y,7,2,26,2,2003,6,2014,6
655,795,1,N,2,5,15833,20,N,9,8,Y,10,2,17,19,2003,6,2010,4
656,796,1,N,1,5,8953,40,N,2,3,Y,3,2,17,3,2003,6,2000,10
657,797,1,N,1,5,16522,99,N,8,3,Y,3,0,0,1,2003,6,2007,3
658,798,1,N,2,5,2926,13,N,3,1,Y,8,2,24,2,2003,6,2014,9
660,800,1,N,1,5,30972,20,N,8,0,Y,3,3,21,3,2003,6,1999,6
661,801,1,N,1,5,2916,30,N,8,0,Y,3,2,17,2,2003,6,2006,12
662,802,1,N,1,5,6058,12,N,8,3,Y,9,2,20,2,2003,6,2003,5
663,804,1,N,2,5,45555,20,Y,3,14,Y,2,2,21,22,2003,6,2010,2
664,805,1,N,2,5,8483,12,N,8,1,Y,6,2,24,1,2003,6,2016,6
665,806,1,N,2,5,9722,30,N,8,4,Y,8,1,23,3,2003,6,2007,3
667,808,1,N,2,5,29444,20,N,9,1,Y,8,2,25,2,2003,6,2016,6
668,809,1,N,1,5,25435,11,N,8,2,Y,3,1,26,2,2003,6,2008,10
669,810,1,Y,2,5,4583,30,N,13,1,Y,2,4,21,5,2003,6,2013,9
670,811,1,N,1,5,11666,30,N,2,0,Y,3,2,23,0,2003,6,2016,5
671,812,1,N,2,5,40138,20,N,9,6,Y,8,2,26,4,2003,6,2005,10
673,814,1,N,2,5,9583,30,N,2,1,Y,1,1,24,2,2003,6,2012,4
674,815,2,,2,5,17713,12,N,3,2,Y,6,0,0,14,2003,6,2016,3
675,816,1,N,1,5,19583,30,N,2,1,Y,3,3,13,10,2003,6,2008,11
676,817,1,N,1,5,15972,20,N,1,3,Y,3,2,21,2,2003,6,2004,8
677,818,1,N,2,5,3628,99,N,2,21,Y,9,3,12,31,2003,6,2008,8
678,819,1,N,1,5,9858,30,N,8,0,Y,3,2,22,0,2003,6,2003,5
680,821,1,N,2,5,14717,99,Y,9,2,Y,9,2,20,3,2003,6,2007,3
681,822,1,N,1,5,14444,20,N,1,1,Y,8,2,21,1,2003,6,2003,6
683,824,1,N,2,5,32638,20,N,8,3,Y,8,2,29,4,2003,6,2009,10
685,826,1,N,2,5,29166,20,N,1,2,Y,6,2,25,3,2003,6,2015,1
686,827,1,N,2,5,21111,20,N,8,0,Y,2,0,0,0,2003,6,2016,6
688,829,1,N,1,5,3333,30,N,1,0,Y,8,2,22,3,2003,6,2014,3
689,830,1,N,2,5,12777,20,N,4,0,Y,1,1,21,0,2003,6,2002,8
691,832,1,N,2,5,4892,13,N,9,9,Y,2,1,28,7,2003,6,2008,1
692,833,1,N,1,5,23472,20,N,10,0,Y,3,2,15,0,2003,6,2003,6
693,834,1,N,2,5,43472,20,N,3,6,Y,1,3,20,4,2003,6,2016,6
695,836,1,N,2,5,12777,20,N,9,1,Y,2,0,0,1,2003,6,2016,6
697,838,1,N,2,5,15555,20,N,8,6,Y,8,2,17,3,2003,6,2002,5
699,840,1,N,2,5,20000,20,N,9,1,Y,11,0,0,1,2003,6,2003,7
700,841,2,,2,5,24861,20,N,2,1,Y,6,1,27,0,2003,6,2003,5
701,842,1,N,2,5,30000,20,N,9,6,Y,1,2,19,16,2003,6,2014,4
702,843,1,N,1,5,48888,20,N,1,2,Y,3,1,21,1,2003,6,2012,2
703,844,1,N,1,5,16106,99,N,1,0,Y,15,1,13,0,2003,6,2001,2
707,848,1,N,2,5,28472,20,N,1,0,Y,13,1,22,10,2003,6,2016,5
708,849,1,N,2,5,7088,30,N,3,2,Y,1,1,26,4,2003,6,2011,4
709,850,1,N,2,5,7807,12,N,3,6,Y,8,2,22,3,2003,6,2008,3
710,851,1,N,1,5,25416,20,N,1,3,Y,1,2,22,2,2003,6,2003,4
711,852,1,N,2,5,18333,20,N,3,3,Y,1,2,22,3,2003,6,2014,10
712,853,1,N,1,5,0,11,N,7,3,Y,7,1,21,1,2003,6,2003,4
713,854,1,N,1,5,17916,20,N,13,2,Y,3,2,20,1,2003,6,2003,5
715,856,1,N,1,4,39444,20,N,13,1,Y,13,0,0,0,2003,6,2003,5
716,857,1,N,1,4,11388,20,N,1,4,Y,3,0,0,2,2003,6,2003,5
717,858,2,,2,4,3873,12,N,9,1,Y,1,3,9,2,2003,6,2010,1
718,859,1,N,2,4,14102,30,N,9,12,Y,15,2,21,19,2003,6,2015,10
719,860,1,N,2,4,19027,20,Y,3,3,Y,8,2,22,4,2003,6,2012,3
720,861,1,N,1,4,9512,99,N,8,2,Y,3,2,19,2,2003,6,2015,3
722,863,1,N,2,4,12083,20,Y,9,26,Y,8,2,24,46,2003,6,2014,6
724,865,1,N,2,4,7777,30,N,21,2,Y,2,1,24,0,2003,6,2003,5
725,866,1,N,1,4,22500,20,N,1,5,Y,19,2,11,5,2003,6,2007,6
727,868,1,N,2,4,25000,20,N,3,4,Y,8,2,24,5,2003,6,2016,6
730,872,1,N,2,4,13089,20,N,3,0,Y,1,2,20,2,2003,6,2004,5
731,873,1,N,2,4,20416,20,N,23,5,Y,1,2,21,6,2003,6,2011,9
732,874,1,N,1,4,9166,20,N,4,1,Y,4,1,18,1,2003,6,2011,1
733,876,1,N,2,4,10833,30,N,8,10,Y,13,3,9,8,2003,6,2007,12
735,878,1,N,1,4,5712,40,N,2,0,Y,2,2,22,1,2003,6,2007,8
736,879,1,N,2,4,14444,30,N,3,2,Y,8,2,10,8,2003,6,2008,11
738,881,1,N,1,4,12222,30,N,9,0,Y,2,2,19,1,2003,6,2001,10
740,883,1,N,2,4,34027,20,N,3,3,Y,4,3,16,4,2003,6,2012,1
741,884,1,N,2,4,9444,20,N,2,12,Y,2,2,24,10,2003,6,2012,4
742,885,1,N,2,4,10444,40,N,3,4,Y,1,4,23,9,2003,6,2014,3
743,886,1,N,2,4,11172,99,N,2,5,Y,8,2,24,13,2003,6,2003,6
744,887,1,N,1,4,11932,20,N,4,4,Y,4,2,19,3,2003,6,2011,9
745,888,1,Y,2,4,13899,12,N,19,4,Y,19,2,28,5,2003,6,2007,6
746,889,1,N,1,4,6108,12,N,2,0,Y,9,2,13,1,2003,6,2003,9
747,890,1,N,2,4,34027,20,N,9,2,Y,1,2,22,1,2003,6,2003,5
748,891,1,N,2,4,15972,20,N,3,3,Y,8,1,22,2,2003,6,2003,5
749,892,1,N,2,4,30555,20,N,3,2,Y,8,2,19,4,2003,6,2016,6
750,893,1,N,2,4,24583,20,N,3,11,Y,1,1,23,12,2003,6,2013,4
751,894,1,N,1,4,19722,20,N,6,5,Y,3,2,17,3,2003,6,2003,5
753,896,1,N,2,4,9583,30,N,9,3,Y,1,2,26,12,1999,6,2008,4
754,897,1,N,2,4,7222,20,N,9,2,Y,8,2,23,5,2003,6,2014,7
755,898,2,,1,4,3667,12,N,10,0,Y,9,2,20,0,2003,6,2003,5
756,899,1,N,2,4,24569,11,N,3,3,Y,8,2,18,4,2003,6,2015,7
758,901,1,N,2,4,18333,30,N,9,8,Y,6,2,22,16,2003,6,2016,5
759,902,1,N,2,4,40679,20,N,2,2,Y,2,1,23,6,2003,6,2007,11
762,907,1,N,2,4,20277,20,N,3,3,Y,1,1,24,2,2003,6,2003,5
763,908,2,,2,4,11805,20,Y,9,1,Y,7,2,15,6,2003,6,2008,12
769,918,1,N,1,4,14305,20,N,8,2,Y,3,0,0,2,2003,6,2013,4
770,919,1,N,1,4,0,11,N,7,42,Y,4,3,14,31,2003,6,2004,7
771,920,1,N,1,4,24584,20,N,1,5,Y,3,2,14,3,2003,6,2003,5
772,921,1,Y,2,4,12361,20,N,3,0,Y,1,0,0,0,2003,6,2003,1
773,922,1,N,1,4,7500,20,N,5,0,Y,3,3,13,1,2003,6,2008,6
774,923,1,N,1,4,8481,40,N,2,0,Y,9,2,16,1,2003,6,2004,11
775,925,2,,2,4,20000,20,N,9,6,Y,2,2,19,9,2003,6,2015,12
776,926,1,N,2,4,6944,20,N,9,4,Y,2,2,20,4,2003,6,2003,5
777,927,1,N,2,4,11250,20,N,9,3,Y,9,2,27,3,2003,6,2007,3
778,928,1,N,2,4,4300,40,N,3,0,Y,1,1,18,1,2003,6,2009,7
780,930,1,N,2,4,24166,20,N,1,2,Y,10,2,23,3,2003,6,2004,10
781,931,1,N,2,4,13194,20,N,9,1,Y,10,1,23,1,2003,6,2016,6
782,932,1,N,2,4,25000,20,N,2,10,Y,2,2,23,7,2003,6,2004,5
783,933,1,N,2,4,6912,12,N,9,0,Y,16,1,21,1,2003,6,2016,6
785,935,1,N,2,4,29166,20,N,3,3,Y,1,2,18,4,2003,6,2007,5
787,937,1,N,1,4,9305,20,N,8,4,Y,8,2,20,1,2003,6,2004,7
789,939,1,Y,2,4,4465,12,N,3,7,Y,1,2,15,4,2003,6,2011,7
790,940,1,N,2,4,10833,20,N,3,0,Y,6,2,14,2,2003,6,2012,5
791,941,1,N,2,4,10681,40,N,2,1,Y,2,1,17,1,2003,6,2006,11
792,942,1,N,1,4,14444,20,N,1,0,Y,3,2,18,1,2003,6,2008,10
793,943,1,N,1,4,4444,30,N,8,2,Y,9,1,23,4,2003,6,2013,2
794,944,1,N,1,4,13097,99,N,1,1,Y,1,1,18,0,2003,6,2003,5
795,945,1,N,1,4,13333,20,N,19,2,Y,19,1,14,1,2003,6,2004,12
799,949,1,N,2,4,33472,20,N,3,3,Y,1,2,13,10,2003,6,2010,7
801,951,1,N,2,4,7133,12,N,3,0,Y,1,1,24,2,2003,6,2016,6
802,953,1,Y,2,4,10694,30,N,3,3,Y,8,3,11,6,2003,6,2013,8
804,956,1,N,2,4,41388,20,N,3,3,Y,1,1,16,2,2003,6,2015,7
805,957,1,N,2,4,36944,20,N,1,30,Y,1,2,21,42,2003,6,2016,6
806,958,1,N,2,4,36666,20,N,3,24,Y,1,2,19,18,2003,6,2003,7
808,960,1,N,2,4,15975,99,N,10,6,Y,19,2,16,7,2003,6,2015,9
810,962,1,N,2,4,41805,20,N,3,2,Y,9,2,19,1,2003,6,2007,1
811,963,1,N,1,4,43333,20,N,20,2,Y,1,2,17,0,2003,6,2003,9
812,964,1,N,1,4,5277,20,N,1,0,Y,24,1,15,2,2003,6,2006,11
813,965,2,,1,4,16944,20,N,8,1,Y,3,1,19,1,2003,6,2003,5
814,966,1,Y,2,4,24861,20,N,19,9,Y,1,0,0,29,2003,6,2007,11
815,967,1,N,2,4,4800,12,N,3,0,Y,9,2,21,1,2003,6,2014,9
816,968,1,N,1,4,20224,99,N,2,3,Y,2,2,17,11,2003,6,2015,5
817,969,1,N,2,4,6944,20,N,3,4,Y,8,2,16,3,2003,6,2005,3
818,970,1,N,2,4,6770,40,N,8,6,Y,1,2,20,5,2003,6,2014,7
820,972,1,N,2,4,43888,20,N,1,3,Y,15,1,23,15,2003,6,2000,10
821,973,1,N,2,4,36666,20,N,1,2,Y,1,2,18,0,2003,6,2003,5
822,974,1,N,1,4,6216,99,N,2,0,Y,3,0,0,0,2003,6,2009,6
824,977,1,N,2,4,21250,20,N,3,4,Y,7,3,10,5,2003,6,2011,12
826,979,1,N,2,4,12500,20,N,3,0,Y,1,2,17,1,2003,6,2008,3
827,980,1,N,1,4,40694,20,N,1,1,Y,3,2,15,1,2003,6,2002,5
828,981,1,N,2,4,18472,20,N,18,2,Y,1,2,17,1,2003,6,2009,7
830,983,2,,2,4,19583,20,N,1,6,Y,1,2,15,8,2003,6,2012,3
831,984,1,N,2,4,15227,40,N,19,1,Y,15,2,16,2,2003,6,2011,10
832,985,1,Y,2,4,6527,20,N,9,0,Y,6,2,22,3,2003,6,2011,11
833,986,1,N,1,4,31666,20,N,8,16,Y,3,2,14,19,2003,6,2012,12
836,989,1,N,1,4,15277,30,N,6,1,Y,1,2,16,1,2003,6,2016,6
837,990,1,N,1,4,14166,20,N,1,0,Y,3,0,0,0,2003,6,2013,9
838,992,1,Y,1,4,11468,50,N,9,0,Y,3,2,7,3,2003,6,2002,1
839,993,1,N,1,4,11388,20,N,1,1,Y,9,1,11,1,2003,6,2003,5
840,994,1,N,2,4,19722,20,N,9,0,Y,9,2,21,0,2003,6,2008,6
841,995,1,N,1,4,30138,20,N,10,7,Y,3,2,12,6,2003,6,2016,6
847,1001,1,N,2,4,17777,20,N,1,3,Y,4,2,14,4,2003,6,2010,10
848,1002,1,N,2,4,27222,20,N,3,1,Y,10,1,26,1,2003,6,2004,11
849,1003,1,N,2,4,20694,20,N,3,9,Y,8,1,5,16,2003,6,2015,8
851,1005,1,Y,2,4,8333,20,N,3,0,Y,8,0,0,0,2003,6,2006,9
853,1007,1,N,1,4,13686,12,N,1,4,Y,3,3,11,6,2003,6,2006,12
854,1008,1,N,2,4,21944,20,N,9,4,Y,9,0,0,2,2003,6,2005,3
857,1011,1,Y,1,4,17083,20,N,15,0,Y,3,2,10,0,2003,6,2007,11
858,1012,2,,2,4,17222,20,N,19,1,Y,1,1,17,1,2003,6,2003,5
859,1013,1,N,1,4,17620,40,N,9,3,Y,3,0,0,1,2003,6,2013,5
862,1017,1,N,2,4,9563,40,N,9,0,Y,8,2,18,2,2003,6,2013,10
863,1018,1,N,1,4,21111,30,N,10,3,Y,3,1,20,1,2003,6,2007,2
865,1020,1,N,2,4,7361,20,N,3,4,Y,8,2,11,11,1998,8,2008,7
866,1021,1,N,2,4,21666,20,N,15,0,Y,10,0,0,0,2003,6,2003,5
867,1022,1,Y,1,4,9293,40,N,2,1,Y,3,2,20,2,2003,6,2011,9
871,1026,1,N,1,4,10928,40,N,2,3,Y,3,0,0,11,2003,6,2004,12
872,1027,1,N,2,4,26944,20,N,1,1,Y,9,2,16,3,2003,6,2012,4
874,1029,1,N,2,4,4444,20,N,2,2,Y,8,1,18,6,2003,6,2016,6
875,1030,1,N,1,4,21805,20,N,6,0,Y,3,2,16,0,2003,6,2003,5
878,1035,1,N,2,4,11972,40,N,3,2,Y,2,1,10,3,2003,6,2009,7
879,1036,1,N,1,4,22083,20,N,2,2,Y,3,2,8,2,2003,6,2010,4
881,1038,1,N,1,4,17916,20,N,8,1,Y,3,2,9,1,2003,6,2003,5
884,1042,1,N,2,4,21666,20,N,3,1,Y,15,2,14,1,2003,6,2013,2
885,1043,1,N,2,4,7049,99,N,3,2,Y,6,2,14,1,2003,6,2003,9
887,1045,1,N,2,4,23289,12,N,3,1,Y,8,2,18,1,2003,6,2010,6
888,1046,1,N,1,4,27083,20,N,9,0,Y,3,0,0,0,2003,6,2001,3
890,1048,1,N,2,4,11947,12,N,3,3,Y,10,2,14,4,2003,6,2012,2
891,1049,1,N,1,4,17500,30,N,8,1,Y,3,1,16,3,2003,6,2001,2
893,1051,1,N,2,4,6248,99,N,2,1,Y,10,1,17,3,2003,6,2002,12
895,1053,1,N,2,4,27916,30,N,19,0,Y,1,1,4,1,2003,6,2013,6
896,1054,1,N,2,4,38194,20,N,2,2,Y,2,1,16,2,2003,6,2004,12
898,1056,1,N,1,4,22777,20,N,1,0,Y,3,2,12,1,2003,6,2003,5
899,1057,1,N,2,4,28333,20,N,19,3,Y,1,2,16,5,2003,6,2012,10
900,1058,1,Y,1,4,31666,20,N,1,3,Y,1,1,6,6,2003,6,2009,10
901,1059,1,N,1,4,7638,20,N,8,1,Y,3,0,0,1,2003,6,2003,5
902,1060,1,N,2,4,22916,20,N,3,10,Y,2,2,10,9,2003,6,2015,9
903,1061,1,N,2,4,19583,20,N,3,3,Y,8,2,16,4,2003,6,2008,2
904,1062,1,N,2,4,31111,20,Y,9,15,Y,13,2,8,45,2003,6,2012,5
905,1063,1,Y,2,4,9444,30,N,3,3,Y,18,2,12,2,2003,6,2012,7
906,1064,1,N,1,4,33333,20,N,15,10,Y,15,2,11,5,2003,6,2010,6
907,1065,1,N,1,4,30000,20,N,2,0,Y,24,2,18,1,2003,6,2003,5
908,1066,1,N,2,4,13472,20,N,3,0,Y,1,2,13,1,2003,6,2008,11
911,1069,1,N,1,4,28333,20,N,6,5,Y,1,1,14,3,2003,6,2002,10
