,CUST_ID,DIVIDED_SET,SIU_CUST_YN,SEX,AGE,RESI_COST,RESI_TYPE_CODE,FP_CAREER,OCCP_GRP,TOTALPREM,WEDD_YN,MATE_OCCP_GRP,CHLD_CNT,LTBN_CHLD_AGE,MAX_PRM,RGST_YEAR,RGST_MONTH,MAX_PAYM_YEAR,MAX_PAYM_MONTH
425,525,1,Y,1,5,7361,30.0,N,2,0,Y,3,3.0,28.0,2,2003,6,1998,3
426,526,1,N,2,5,4209,13.0,N,3,3,Y,8,1.0,29.0,3,2003,6,2003,8
427,527,1,N,2,5,5109,40.0,N,2,23,Y,2,2.0,25.0,10,2003,6,2011,5
430,530,1,N,2,5,7787,40.0,N,2,5,Y,2,2.0,25.0,3,2003,6,2003,5
431,531,1,Y,2,5,7638,30.0,N,3,11,Y,25,0.0,0.0,18,2003,6,2003,5
433,534,2,,2,5,10277,30.0,N,2,3,Y,8,2.0,32.0,3,2003,6,2003,8
434,535,1,N,2,5,23333,20.0,N,2,8,Y,2,2.0,28.0,7,2003,6,2004,5
435,536,1,N,2,5,2639,13.0,N,12,1,Y,13,3.0,30.0,4,2003,6,2016,6
436,537,1,N,1,5,21527,20.0,N,1,3,Y,19,2.0,29.0,3,2003,6,2008,9
439,542,1,N,2,5,9591,11.0,N,3,2,Y,6,1.0,35.0,1,2003,6,2005,2
440,544,1,Y,1,5,27083,20.0,N,1,25,Y,3,3.0,11.0,449,2003,6,2005,2
441,545,1,Y,2,5,13333,20.0,N,3,2,Y,7,2.0,26.0,3,2003,6,2003,5
443,548,1,N,1,5,5114,11.0,N,2,3,Y,3,0.0,0.0,5,2003,6,2015,2
444,550,1,N,2,5,18973,99.0,N,3,0,Y,8,2.0,29.0,0,2003,6,2002,3
445,551,1,N,2,5,11429,40.0,N,2,12,Y,2,1.0,32.0,12,2003,6,2010,9
447,553,1,N,2,5,33888,20.0,N,2,23,Y,2,1.0,32.0,14,2003,6,2006,12
448,554,1,N,2,5,30000,20.0,N,3,0,Y,8,2.0,32.0,0,2003,6,2001,11
450,556,1,N,1,5,7638,20.0,N,9,6,Y,3,2.0,24.0,1,2003,6,2006,3
452,558,2,,2,5,6501,11.0,N,3,3,Y,8,0.0,0.0,3,2003,6,2005,7
453,559,1,N,1,5,20833,20.0,N,24,0,Y,3,2.0,29.0,0,2003,6,1999,1
455,561,1,Y,2,5,12777,20.0,N,3,0,Y,6,2.0,23.0,3,2003,6,2008,1
456,562,1,N,1,5,15833,20.0,N,9,0,Y,3,2.0,25.0,0,2003,6,2016,6
457,563,1,N,2,5,11894,12.0,N,3,4,Y,8,1.0,30.0,4,2003,6,2004,7
458,564,1,N,1,5,23750,20.0,N,1,2,Y,3,2.0,27.0,1,2003,6,2006,1
461,567,1,N,2,5,2455,12.0,N,3,2,Y,25,0.0,0.0,1,2003,6,2003,5
462,568,2,,1,5,9722,20.0,N,8,0,Y,1,2.0,25.0,1,2003,6,2003,5
463,570,1,Y,1,5,8055,30.0,N,2,0,Y,21,2.0,27.0,2,2003,6,2010,8
465,573,1,N,2,5,15016,11.0,N,7,1,Y,7,1.0,31.0,0,2003,6,2003,5
466,574,1,N,1,5,4118,99.0,N,7,4,Y,3,1.0,29.0,2,2003,6,2003,5
468,577,1,N,2,5,22582,11.0,N,3,1,Y,7,3.0,25.0,2,2003,6,2013,11
470,579,1,N,1,5,30000,20.0,N,8,4,Y,9,2.0,28.0,3,2003,6,2013,3
471,580,1,N,1,5,27222,20.0,N,8,2,Y,3,2.0,22.0,1,2003,6,2004,10
472,581,2,,1,5,3422,11.0,N,7,0,Y,3,0.0,0.0,4,2003,6,2016,4
474,583,1,N,2,5,10287,12.0,N,15,6,Y,9,2.0,22.0,6,2003,6,2004,6
475,584,1,N,2,5,2228,11.0,N,7,2,Y,7,2.0,28.0,2,2003,6,2016,6
477,586,1,N,1,5,40416,20.0,N,1,0,Y,2,2.0,24.0,0,2003,6,2003,5
478,587,1,N,2,5,16944,20.0,N,3,7,Y,1,0.0,0.0,26,2003,6,2016,6
479,588,1,N,2,5,18888,20.0,N,3,10,Y,8,1.0,34.0,24,2003,6,2011,3
480,589,1,N,2,5,4080,11.0,N,8,1,Y,7,2.0,29.0,0,2003,6,2003,5
481,590,2,,2,5,24722,20.0,Y,3,1,Y,10,2.0,24.0,1,2003,6,2004,11
482,591,1,N,2,5,51111,20.0,N,3,0,Y,2,0.0,0.0,1,2003,6,2014,4
483,592,1,N,1,5,13632,40.0,N,2,1,Y,2,2.0,27.0,0,2003,6,2003,5
484,593,1,N,2,5,8194,20.0,N,3,3,Y,8,3.0,25.0,1,2003,6,2006,2
485,595,1,N,1,5,20574,12.0,N,2,4,Y,3,2.0,23.0,2,2003,6,2006,5
486,596,1,Y,2,5,18055,20.0,N,3,6,Y,6,1.0,34.0,6,2003,6,2004,8
487,597,1,N,1,5,15833,30.0,N,2,3,Y,3,2.0,30.0,1,2003,6,2003,5
489,599,1,N,1,5,32777,20.0,N,2,4,Y,3,2.0,25.0,3,2003,6,2003,5
490,600,1,N,2,5,43055,20.0,N,3,12,Y,1,2.0,27.0,17,2003,6,2009,12
491,601,1,N,2,5,19583,20.0,N,9,4,Y,1,1.0,29.0,7,2003,6,2011,12
492,602,1,N,2,5,46666,20.0,N,3,4,Y,15,2.0,29.0,5,2003,6,2015,6
493,603,1,N,1,5,6250,20.0,N,8,12,Y,9,2.0,26.0,17,2003,6,2010,12
494,604,1,N,2,5,4437,12.0,N,9,1,Y,7,1.0,33.0,1,2003,6,2010,1
497,607,1,N,2,5,91589,11.0,N,3,34,Y,7,2.0,22.0,28,2003,6,2013,1
500,610,1,N,2,5,6664,11.0,N,3,10,Y,7,2.0,29.0,10,2003,6,2008,1
503,614,1,N,2,5,11527,30.0,N,8,3,Y,1,3.0,20.0,3,2003,6,2015,1
506,617,1,N,1,5,10972,20.0,N,10,4,Y,9,3.0,21.0,3,2003,6,2010,12
507,619,1,N,2,5,2532,13.0,N,2,14,Y,2,2.0,22.0,13,2003,6,2006,5
508,620,2,,2,5,6616,40.0,N,3,5,Y,16,2.0,31.0,9,2003,6,2016,6
511,623,1,N,1,5,15477,40.0,N,2,1,Y,3,2.0,22.0,1,2003,6,2016,5
512,624,1,N,2,5,7916,20.0,N,8,6,Y,6,1.0,34.0,9,2003,6,2007,9
513,625,1,N,2,5,6527,20.0,Y,3,1,Y,8,2.0,30.0,3,2003,6,2011,4
514,626,1,N,2,5,28333,20.0,Y,9,10,Y,1,0.0,0.0,32,2003,6,2015,6
515,627,1,N,2,5,23611,20.0,N,3,3,Y,1,2.0,28.0,3,2003,6,2006,12
516,628,1,N,1,5,6863,11.0,N,6,0,Y,3,2.0,21.0,2,2003,6,2002,12
518,630,1,N,1,5,9444,20.0,N,8,0,Y,2,0.0,0.0,0,2003,6,2003,5
519,631,1,N,2,5,9556,13.0,N,3,17,Y,15,2.0,25.0,45,2003,6,2006,12
520,632,1,N,1,5,55555,20.0,N,1,7,Y,18,2.0,22.0,22,2003,6,2015,12
522,634,2,,2,5,7777,20.0,N,2,4,Y,8,1.0,32.0,5,2003,6,2006,10
524,636,1,N,2,5,30555,20.0,N,3,1,Y,1,2.0,18.0,2,2003,6,2003,5
526,638,2,,1,5,4364,11.0,N,7,1,Y,3,1.0,11.0,3,2003,6,2007,1
527,639,1,N,2,5,27222,20.0,N,3,3,Y,2,2.0,28.0,2,2003,6,2006,10
528,640,1,N,2,5,20421,40.0,N,9,3,Y,1,2.0,29.0,5,2003,6,2009,4
529,641,1,N,1,5,39583,20.0,N,2,5,Y,2,3.0,23.0,10,2003,6,2011,7
530,642,2,,2,5,40000,20.0,N,8,4,Y,1,2.0,28.0,4,2003,6,2015,2
531,644,2,,2,5,15833,20.0,N,3,1,Y,10,2.0,24.0,2,2003,6,2011,12
532,645,1,N,2,5,31527,20.0,N,8,0,Y,1,0.0,0.0,0,2003,6,2005,2
533,647,1,Y,2,5,3686,12.0,N,3,1,Y,7,1.0,34.0,0,2003,6,2011,2
534,650,1,Y,2,5,5416,30.0,N,3,1,Y,8,1.0,33.0,1,2003,6,2016,5
535,651,1,N,2,5,10509,99.0,N,3,4,Y,6,2.0,29.0,4,2003,6,2016,5
536,652,1,N,1,5,30000,20.0,N,2,1,Y,2,2.0,26.0,4,2003,6,2016,6
538,654,1,N,1,5,36111,20.0,N,1,8,Y,8,3.0,20.0,7,2003,6,2016,2
543,661,1,N,1,5,14027,20.0,N,8,2,Y,9,3.0,20.0,2,2003,6,2013,11
545,663,1,N,2,5,14305,20.0,N,3,7,Y,1,4.0,22.0,13,2003,6,2008,9
546,664,1,N,2,5,7763,40.0,N,3,14,Y,9,4.0,19.0,8,2003,6,2008,3
547,665,1,N,2,5,12642,40.0,N,2,14,Y,2,2.0,28.0,20,2003,6,2016,6
548,666,1,N,1,5,10833,20.0,N,7,2,Y,9,3.0,15.0,0,2003,6,2002,11
549,667,1,N,2,5,6927,99.0,N,1,3,Y,1,0.0,0.0,2,2003,6,2016,6
550,668,1,N,1,5,15076,40.0,N,8,1,Y,3,0.0,0.0,5,2003,6,2009,5
551,669,1,N,2,5,23888,20.0,N,3,6,Y,6,1.0,25.0,2,2003,6,2010,2
553,671,1,Y,2,5,8385,40.0,N,3,0,Y,8,1.0,31.0,0,2003,6,2003,1
555,673,1,N,1,5,41666,20.0,N,8,0,Y,3,1.0,17.0,2,2003,6,2014,6
556,674,2,,1,5,7083,20.0,N,8,0,Y,3,3.0,10.0,4,2003,6,2008,10
557,675,1,N,1,5,17777,20.0,N,8,1,Y,9,3.0,17.0,1,2003,6,2016,6
558,676,1,N,2,5,22500,20.0,N,3,2,Y,6,0.0,0.0,1,2003,6,2003,5
559,677,1,N,2,5,27777,20.0,N,3,1,Y,2,0.0,0.0,3,2003,6,2009,11
561,680,2,,1,5,47043,11.0,N,5,2,Y,3,2.0,25.0,1,2003,6,2003,12
562,681,1,N,2,5,14027,20.0,N,3,7,Y,10,2.0,29.0,4,2003,6,2005,3
563,682,1,N,1,5,9166,20.0,N,8,5,Y,3,2.0,14.0,6,2003,6,2000,3
564,683,1,N,2,5,23333,20.0,N,24,0,Y,16,2.0,25.0,1,2003,6,2011,4
565,684,1,N,1,5,3547,13.0,N,8,6,Y,3,0.0,0.0,4,2003,6,2007,3
567,686,1,N,2,5,23888,20.0,N,3,3,Y,6,3.0,17.0,6,2003,6,2009,8
569,688,1,N,2,5,28750,20.0,N,2,2,Y,6,2.0,29.0,2,2003,6,2016,6
570,689,1,N,2,5,53750,20.0,N,17,7,Y,17,1.0,24.0,9,2003,6,2006,12
571,690,2,,2,5,20666,12.0,N,8,7,Y,12,3.0,25.0,5,2003,6,2009,11
572,691,1,N,2,5,17777,20.0,N,3,0,Y,10,2.0,27.0,1,2003,6,2003,5
573,693,1,N,1,5,12650,50.0,N,1,9,Y,3,1.0,21.0,6,2003,6,2016,6
574,694,1,N,2,5,20972,30.0,N,1,4,Y,21,2.0,27.0,3,2003,6,2007,9
575,697,1,N,2,5,7361,20.0,N,2,6,Y,7,1.0,30.0,7,2003,6,2010,11
576,698,2,,2,5,14861,30.0,N,11,3,Y,2,2.0,28.0,3,2003,3,2016,6
577,699,1,N,2,5,13891,99.0,N,3,0,Y,8,1.0,18.0,3,2003,6,2001,2
578,700,1,N,1,5,4849,40.0,N,7,17,Y,9,3.0,20.0,20,2003,6,2016,5
579,701,1,N,2,5,12222,30.0,N,3,4,Y,12,2.0,26.0,4,2003,6,2012,3
580,702,1,N,1,5,8431,12.0,N,1,2,Y,3,4.0,20.0,2,2003,6,2003,5
581,704,1,Y,2,5,12222,20.0,N,9,3,Y,6,2.0,30.0,5,2003,6,2003,5
582,705,1,N,1,5,1756,12.0,N,8,2,Y,3,0.0,0.0,1,2003,6,2011,6
583,706,1,N,1,5,42614,11.0,N,10,6,Y,3,2.0,23.0,2,2003,6,2015,2
584,707,1,N,2,5,7905,11.0,N,7,20,Y,7,2.0,29.0,23,2003,6,2006,3
588,712,1,N,1,5,6672,11.0,N,8,0,Y,3,3.0,20.0,0,2003,6,2000,12
589,713,2,,1,5,24166,20.0,N,11,3,Y,3,1.0,25.0,2,2003,6,2015,10
590,714,1,N,2,5,16666,20.0,N,1,1,Y,13,3.0,21.0,1,2003,6,2016,6
591,716,1,Y,1,5,6017,40.0,N,2,3,Y,3,2.0,21.0,1,2003,6,2004,3
593,719,1,N,2,5,91111,20.0,N,4,18,Y,17,2.0,22.0,7,2003,6,2009,7
594,720,1,N,2,5,26388,20.0,N,3,2,Y,10,2.0,23.0,2,2003,6,2010,9
595,722,1,N,2,5,31944,20.0,N,3,1,Y,1,2.0,23.0,0,2003,6,2003,6
596,723,1,N,1,5,21666,30.0,N,8,3,Y,3,3.0,23.0,3,2003,6,2016,6
597,725,1,N,2,5,4929,12.0,N,8,2,Y,2,1.0,21.0,2,2003,6,2010,11
598,726,1,N,2,5,67916,20.0,N,2,6,Y,2,2.0,22.0,14,2003,6,2016,3
599,728,1,N,1,5,33333,20.0,N,1,3,Y,9,2.0,23.0,2,2003,6,1999,10
600,729,1,N,1,5,20694,20.0,N,8,1,Y,3,1.0,18.0,1,2003,6,2009,9
601,733,1,N,1,5,22222,20.0,N,15,2,Y,3,2.0,24.0,6,2003,6,2008,9
604,737,1,N,2,5,19583,20.0,N,4,2,Y,4,0.0,0.0,3,2003,6,2009,7
605,738,1,N,1,5,8611,20.0,N,6,2,Y,9,3.0,12.0,6,2003,6,2009,6
606,739,1,N,2,5,15540,99.0,N,3,1,Y,16,2.0,24.0,0,2003,3,2004,7
608,741,1,N,1,5,15276,30.0,N,9,0,Y,3,0.0,0.0,1,2003,6,2002,6
609,742,1,N,1,5,16805,20.0,N,1,2,Y,19,1.0,16.0,3,2003,6,2003,6
610,743,1,N,2,5,16111,20.0,N,3,3,Y,8,1.0,28.0,2,2003,6,2004,3
611,744,1,N,2,5,5866,13.0,N,9,4,Y,25,1.0,22.0,6,2003,6,2016,3
612,745,2,,2,5,9260,11.0,N,3,3,Y,2,2.0,25.0,5,2003,6,2016,6
613,746,1,N,2,5,26805,20.0,N,2,7,Y,2,2.0,25.0,7,2003,6,2013,6
614,747,2,,2,5,21666,20.0,N,4,2,Y,4,0.0,0.0,1,2003,6,2004,8
615,748,1,N,2,5,16944,20.0,N,19,6,Y,8,2.0,20.0,3,2003,6,2003,4
617,750,1,N,2,5,17916,20.0,N,3,3,Y,9,2.0,28.0,2,2003,6,2013,4
621,756,1,N,1,5,6601,11.0,N,1,3,Y,3,3.0,10.0,4,2003,6,2016,6
623,758,1,N,2,5,39722,20.0,N,3,2,Y,1,2.0,24.0,2,2003,6,2011,11
625,761,1,N,2,5,30277,20.0,N,3,29,Y,8,3.0,23.0,167,2003,6,2011,6
626,762,1,N,1,5,12500,20.0,N,10,0,Y,10,2.0,17.0,0,2003,6,2002,8
627,763,1,N,1,5,44054,20.0,N,1,6,Y,9,2.0,23.0,4,2003,6,2016,6
628,765,1,N,2,5,26527,20.0,N,3,0,Y,1,0.0,0.0,1,2003,6,2014,7
629,766,1,N,2,5,12353,20.0,N,3,3,Y,1,3.0,24.0,2,2003,6,2008,11
630,767,1,N,1,5,31944,20.0,N,1,7,Y,18,2.0,20.0,4,2003,6,2004,2
631,768,1,N,2,5,65092,11.0,N,9,0,Y,13,3.0,28.0,2,2003,6,2015,9
632,769,1,N,2,5,2963,11.0,N,3,4,Y,6,3.0,21.0,3,2003,6,2008,10
633,770,1,N,2,5,12117,12.0,N,18,1,Y,7,2.0,28.0,0,2003,6,2016,6
636,775,1,N,2,5,38055,20.0,N,3,2,Y,8,1.0,25.0,1,2003,6,2007,10
637,776,1,N,2,5,31111,20.0,N,3,0,Y,2,1.0,31.0,0,2003,6,2016,5
638,777,2,,2,5,9773,11.0,N,3,0,Y,1,0.0,0.0,0,2003,6,2003,5
639,778,1,N,1,5,3398,12.0,N,8,2,Y,3,1.0,21.0,7,2003,6,2000,7
640,779,1,N,1,5,11944,30.0,N,1,0,Y,9,2.0,26.0,0,2003,6,2003,5
641,780,1,Y,2,5,5833,20.0,N,9,1,Y,1,2.0,24.0,2,2003,6,2016,6
642,781,1,Y,2,5,2222,20.0,N,3,2,Y,2,2.0,22.0,4,2003,6,2008,1
643,783,1,N,2,5,5261,11.0,N,3,0,Y,2,2.0,24.0,0,2003,6,2016,6
644,784,2,,1,5,23750,20.0,N,8,3,Y,8,3.0,18.0,4,2003,6,2014,7
645,785,1,N,2,5,2541,13.0,N,9,5,Y,8,2.0,26.0,4,2003,6,2011,2
647,787,1,N,2,5,8194,30.0,N,3,5,Y,8,2.0,27.0,4,2003,6,2008,10
648,788,1,N,2,5,24444,20.0,N,9,6,Y,2,2.0,28.0,4,2003,6,2003,5
649,789,1,N,2,5,5091,99.0,N,8,1,Y,6,2.0,23.0,2,2003,6,2003,5
650,791,1,N,1,5,3971,12.0,N,25,0,Y,3,0.0,0.0,2,2003,6,2002,11
651,792,1,N,2,5,22916,20.0,N,3,0,Y,8,3.0,23.0,2,2003,6,2002,8
653,794,2,,2,5,12319,12.0,N,3,1,Y,7,2.0,26.0,2,2003,6,2014,6
654,795,1,N,2,5,15833,20.0,N,9,8,Y,10,2.0,17.0,19,2003,6,2010,4
655,796,1,N,1,5,8953,40.0,N,2,3,Y,3,2.0,17.0,3,2003,6,2000,10
656,797,1,N,1,5,16522,99.0,N,8,3,Y,3,0.0,0.0,1,2003,6,2007,3
657,798,1,N,2,5,2926,13.0,N,3,1,Y,8,2.0,24.0,2,2003,6,2014,9
659,800,1,N,1,5,30972,20.0,N,8,0,Y,3,3.0,21.0,3,2003,6,1999,6
660,801,1,N,1,5,2916,30.0,N,8,0,Y,3,2.0,17.0,2,2003,6,2006,12
661,802,1,N,1,5,6058,12.0,N,8,3,Y,9,2.0,20.0,2,2003,6,2003,5
662,804,1,N,2,5,45555,20.0,Y,3,14,Y,2,2.0,21.0,22,2003,6,2010,2
663,805,1,N,2,5,8483,12.0,N,8,1,Y,6,2.0,24.0,1,2003,6,2016,6
664,806,1,N,2,5,9722,30.0,N,8,4,Y,8,1.0,23.0,3,2003,6,2007,3
666,808,1,N,2,5,29444,20.0,N,9,1,Y,8,2.0,25.0,2,2003,6,2016,6
667,809,1,N,1,5,25435,11.0,N,8,2,Y,3,1.0,26.0,2,2003,6,2008,10
668,810,1,Y,2,5,4583,30.0,N,13,1,Y,2,4.0,21.0,5,2003,6,2013,9
669,811,1,N,1,5,11666,30.0,N,2,0,Y,3,2.0,23.0,0,2003,6,2016,5
670,812,1,N,2,5,40138,20.0,N,9,6,Y,8,2.0,26.0,4,2003,6,2005,10
672,814,1,N,2,5,9583,30.0,N,2,1,Y,1,1.0,24.0,2,2003,6,2012,4
673,815,2,,2,5,17713,12.0,N,3,2,Y,6,0.0,0.0,14,2003,6,2016,3
674,816,1,N,1,5,19583,30.0,N,2,1,Y,3,3.0,13.0,10,2003,6,2008,11
675,817,1,N,1,5,15972,20.0,N,1,3,Y,3,2.0,21.0,2,2003,6,2004,8
676,818,1,N,2,5,3628,99.0,N,2,21,Y,9,3.0,12.0,31,2003,6,2008,8
677,819,1,N,1,5,9858,30.0,N,8,0,Y,3,2.0,22.0,0,2003,6,2003,5
679,821,1,N,2,5,14717,99.0,Y,9,2,Y,9,2.0,20.0,3,2003,6,2007,3
680,822,1,N,1,5,14444,20.0,N,1,1,Y,8,2.0,21.0,1,2003,6,2003,6
682,824,1,N,2,5,32638,20.0,N,8,3,Y,8,2.0,29.0,4,2003,6,2009,10
684,826,1,N,2,5,29166,20.0,N,1,2,Y,6,2.0,25.0,3,2003,6,2015,1
685,827,1,N,2,5,21111,20.0,N,8,0,Y,2,0.0,0.0,0,2003,6,2016,6
687,829,1,N,1,5,3333,30.0,N,1,0,Y,8,2.0,22.0,3,2003,6,2014,3
688,830,1,N,2,5,12777,20.0,N,4,0,Y,1,1.0,21.0,0,2003,6,2002,8
690,832,1,N,2,5,4892,13.0,N,9,9,Y,2,1.0,28.0,7,2003,6,2008,1
691,833,1,N,1,5,23472,20.0,N,10,0,Y,3,2.0,15.0,0,2003,6,2003,6
692,834,1,N,2,5,43472,20.0,N,3,6,Y,1,3.0,20.0,4,2003,6,2016,6
694,836,1,N,2,5,12777,20.0,N,9,1,Y,2,0.0,0.0,1,2003,6,2016,6
696,838,1,N,2,5,15555,20.0,N,8,6,Y,8,2.0,17.0,3,2003,6,2002,5
698,840,1,N,2,5,20000,20.0,N,9,1,Y,11,0.0,0.0,1,2003,6,2003,7
699,841,2,,2,5,24861,20.0,N,2,1,Y,6,1.0,27.0,0,2003,6,2003,5
700,842,1,N,2,5,30000,20.0,N,9,6,Y,1,2.0,19.0,16,2003,6,2014,4
701,843,1,N,1,5,48888,20.0,N,1,2,Y,3,1.0,21.0,1,2003,6,2012,2
702,844,1,N,1,5,16106,99.0,N,1,0,Y,15,1.0,13.0,0,2003,6,2001,2
706,848,1,N,2,5,28472,20.0,N,1,0,Y,13,1.0,22.0,10,2003,6,2016,5
707,849,1,N,2,5,7088,30.0,N,3,2,Y,1,1.0,26.0,4,2003,6,2011,4
708,850,1,N,2,5,7807,12.0,N,3,6,Y,8,2.0,22.0,3,2003,6,2008,3
709,851,1,N,1,5,25416,20.0,N,1,3,Y,1,2.0,22.0,2,2003,6,2003,4
710,852,1,N,2,5,18333,20.0,N,3,3,Y,1,2.0,22.0,3,2003,6,2014,10
711,853,1,N,1,5,0,11.0,N,7,3,Y,7,1.0,21.0,1,2003,6,2003,4
712,854,1,N,1,5,17916,20.0,N,13,2,Y,3,2.0,20.0,1,2003,6,2003,5
714,856,1,N,1,4,39444,20.0,N,13,1,Y,13,0.0,0.0,0,2003,6,2003,5
715,857,1,N,1,4,11388,20.0,N,1,4,Y,3,0.0,0.0,2,2003,6,2003,5
716,858,2,,2,4,3873,12.0,N,9,1,Y,1,3.0,9.0,2,2003,6,2010,1
717,859,1,N,2,4,14102,30.0,N,9,12,Y,15,2.0,21.0,19,2003,6,2015,10
718,860,1,N,2,4,19027,20.0,Y,3,3,Y,8,2.0,22.0,4,2003,6,2012,3
719,861,1,N,1,4,9512,99.0,N,8,2,Y,3,2.0,19.0,2,2003,6,2015,3
721,863,1,N,2,4,12083,20.0,Y,9,26,Y,8,2.0,24.0,46,2003,6,2014,6
723,865,1,N,2,4,7777,30.0,N,21,2,Y,2,1.0,24.0,0,2003,6,2003,5
724,866,1,N,1,4,22500,20.0,N,1,5,Y,19,2.0,11.0,5,2003,6,2007,6
726,868,1,N,2,4,25000,20.0,N,3,4,Y,8,2.0,24.0,5,2003,6,2016,6
729,872,1,N,2,4,13089,20.0,N,3,0,Y,1,2.0,20.0,2,2003,6,2004,5
730,873,1,N,2,4,20416,20.0,N,23,5,Y,1,2.0,21.0,6,2003,6,2011,9
731,874,1,N,1,4,9166,20.0,N,4,1,Y,4,1.0,18.0,1,2003,6,2011,1
732,876,1,N,2,4,10833,30.0,N,8,10,Y,13,3.0,9.0,8,2003,6,2007,12
734,878,1,N,1,4,5712,40.0,N,2,0,Y,2,2.0,22.0,1,2003,6,2007,8
735,879,1,N,2,4,14444,30.0,N,3,2,Y,8,2.0,10.0,8,2003,6,2008,11
737,881,1,N,1,4,12222,30.0,N,9,0,Y,2,2.0,19.0,1,2003,6,2001,10
739,883,1,N,2,4,34027,20.0,N,3,3,Y,4,3.0,16.0,4,2003,6,2012,1
740,884,1,N,2,4,9444,20.0,N,2,12,Y,2,2.0,24.0,10,2003,6,2012,4
741,885,1,N,2,4,10444,40.0,N,3,4,Y,1,4.0,23.0,9,2003,6,2014,3
742,886,1,N,2,4,11172,99.0,N,2,5,Y,8,2.0,24.0,13,2003,6,2003,6
743,887,1,N,1,4,11932,20.0,N,4,4,Y,4,2.0,19.0,3,2003,6,2011,9
744,888,1,Y,2,4,13899,12.0,N,19,4,Y,19,2.0,28.0,5,2003,6,2007,6
745,889,1,N,1,4,6108,12.0,N,2,0,Y,9,2.0,13.0,1,2003,6,2003,9
746,890,1,N,2,4,34027,20.0,N,9,2,Y,1,2.0,22.0,1,2003,6,2003,5
747,891,1,N,2,4,15972,20.0,N,3,3,Y,8,1.0,22.0,2,2003,6,2003,5
748,892,1,N,2,4,30555,20.0,N,3,2,Y,8,2.0,19.0,4,2003,6,2016,6
749,893,1,N,2,4,24583,20.0,N,3,11,Y,1,1.0,23.0,12,2003,6,2013,4
750,894,1,N,1,4,19722,20.0,N,6,5,Y,3,2.0,17.0,3,2003,6,2003,5
752,896,1,N,2,4,9583,30.0,N,9,3,Y,1,2.0,26.0,12,1999,6,2008,4
753,897,1,N,2,4,7222,20.0,N,9,2,Y,8,2.0,23.0,5,2003,6,2014,7
754,898,2,,1,4,3667,12.0,N,10,0,Y,9,2.0,20.0,0,2003,6,2003,5
755,899,1,N,2,4,24569,11.0,N,3,3,Y,8,2.0,18.0,4,2003,6,2015,7
757,901,1,N,2,4,18333,30.0,N,9,8,Y,6,2.0,22.0,16,2003,6,2016,5
758,902,1,N,2,4,40679,20.0,N,2,2,Y,2,1.0,23.0,6,2003,6,2007,11
761,907,1,N,2,4,20277,20.0,N,3,3,Y,1,1.0,24.0,2,2003,6,2003,5
762,908,2,,2,4,11805,20.0,Y,9,1,Y,7,2.0,15.0,6,2003,6,2008,12
768,918,1,N,1,4,14305,20.0,N,8,2,Y,3,0.0,0.0,2,2003,6,2013,4
769,919,1,N,1,4,0,11.0,N,7,42,Y,4,3.0,14.0,31,2003,6,2004,7
770,920,1,N,1,4,24584,20.0,N,1,5,Y,3,2.0,14.0,3,2003,6,2003,5
771,921,1,Y,2,4,12361,20.0,N,3,0,Y,1,0.0,0.0,0,2003,6,2003,1
772,922,1,N,1,4,7500,20.0,N,5,0,Y,3,3.0,13.0,1,2003,6,2008,6
773,923,1,N,1,4,8481,40.0,N,2,0,Y,9,2.0,16.0,1,2003,6,2004,11
774,925,2,,2,4,20000,20.0,N,9,6,Y,2,2.0,19.0,9,2003,6,2015,12
775,926,1,N,2,4,6944,20.0,N,9,4,Y,2,2.0,20.0,4,2003,6,2003,5
776,927,1,N,2,4,11250,20.0,N,9,3,Y,9,2.0,27.0,3,2003,6,2007,3
777,928,1,N,2,4,4300,40.0,N,3,0,Y,1,1.0,18.0,1,2003,6,2009,7
779,930,1,N,2,4,24166,20.0,N,1,2,Y,10,2.0,23.0,3,2003,6,2004,10
780,931,1,N,2,4,13194,20.0,N,9,1,Y,10,1.0,23.0,1,2003,6,2016,6
781,932,1,N,2,4,25000,20.0,N,2,10,Y,2,2.0,23.0,7,2003,6,2004,5
782,933,1,N,2,4,6912,12.0,N,9,0,Y,16,1.0,21.0,1,2003,6,2016,6
784,935,1,N,2,4,29166,20.0,N,3,3,Y,1,2.0,18.0,4,2003,6,2007,5
786,937,1,N,1,4,9305,20.0,N,8,4,Y,8,2.0,20.0,1,2003,6,2004,7
788,939,1,Y,2,4,4465,12.0,N,3,7,Y,1,2.0,15.0,4,2003,6,2011,7
789,940,1,N,2,4,10833,20.0,N,3,0,Y,6,2.0,14.0,2,2003,6,2012,5
790,941,1,N,2,4,10681,40.0,N,2,1,Y,2,1.0,17.0,1,2003,6,2006,11
791,942,1,N,1,4,14444,20.0,N,1,0,Y,3,2.0,18.0,1,2003,6,2008,10
792,943,1,N,1,4,4444,30.0,N,8,2,Y,9,1.0,23.0,4,2003,6,2013,2
793,944,1,N,1,4,13097,99.0,N,1,1,Y,1,1.0,18.0,0,2003,6,2003,5
794,945,1,N,1,4,13333,20.0,N,19,2,Y,19,1.0,14.0,1,2003,6,2004,12
798,949,1,N,2,4,33472,20.0,N,3,3,Y,1,2.0,13.0,10,2003,6,2010,7
800,951,1,N,2,4,7133,12.0,N,3,0,Y,1,1.0,24.0,2,2003,6,2016,6
